poi_type,name,latitude,longitude
mall,,55.9011716,37.574148
kindergarten,Детский сад №1755,55.7957967,37.7923881
mall,,55.7341368,37.4887382
kindergarten,Детский сад №398,55.7349748,37.4925174
mall,Грай,55.6732234,37.6123601
mall,,55.7402489,37.8286466
mall,,55.7379633,37.8357115
mall,"Торгово-развлекательный комплекс ""Глобал Сити""",55.6229875,37.6038512
school,Школа № 1524 к.2,55.6927455,37.7200943
kindergarten,Детский сад №660,55.7945997,37.7971727
mall,,55.7513855,37.5101911
school,"Образовательный центр ""Газпром""",55.6628519,37.5586915
school,Школа №419,55.799679,37.7963295
kindergarten,Детский сад №184,55.7370857,37.4790318
mall,,55.6769211,37.5343707
school,Школа № 883 корпус «Москва»,55.8607493,37.4316278
kindergarten,"Лицей № 1571, дошкольное отделение «Ладушки»",55.8644779,37.4443528
clinic,Детская городская поликлиника №30,55.7369469,37.5296843
kindergarten,Детский сад №1435,55.8012194,37.7868468
school,Школа №1301 имени Е. Т. Гайдара,55.7805738,37.7237752
mall,,55.8318965,37.3883722
mall,Цветной,55.7711406,37.6200818
mall,,55.773139,37.6181194
clinic,,55.6940357,37.7419219
mall,,55.8379777,37.6303198
mall,,55.7593253,37.6659289
mall,,55.7602907,37.6654403
mall,,55.7603038,37.6648124
mall,,55.8159977,37.7824197
mall,,55.816112,37.7842979
mall,,55.8156881,37.7825175
mall,,55.8162791,37.7890204
mall,,55.7932413,37.637205
mall,,55.7953567,37.6350458
mall,Портал,55.7950833,37.6350015
mall,,55.7406239,37.6292138
mall,,55.7406054,37.6287532
school,"Школа № 429 ""Соколиная гора"". Школьное здание",55.7754703,37.7248509
mall,,55.7356137,37.5244798
kindergarten,Школа №883 корпус Керчь,55.8592642,37.4266955
mall,,55.8084089,37.644702
school,Школа № 853,55.9967829,37.1867475
kindergarten,"Школа № 853, дошкольное отделение",55.9977251,37.1883577
school,Школа № 1528 им. Панфилова,55.9955581,37.1790473
mall,"Торговый дом ""Арколь""",55.7674094,37.7290113
mall,,55.7833197,37.7096167
kindergarten,Школа - интернат №1,55.8173565,37.6540721
mall,,55.596031,37.5938923
mall,,55.7865218,37.7085083
kindergarten,"Школа № 1371 ""Крылатское"". Дошкольный корпус",55.760335,37.4122511
kindergarten,"Школа № 1371 ""Крылатское"". Дошкольный корпус",55.7603926,37.4138978
kindergarten,"Школа № 1371 ""Крылатское"". Дошкольный корпус",55.761276,37.4121376
mall,,55.7618224,37.4083782
school,"Школа № 1151, здание 3",55.985876,37.1604618
school,Школа № 1151,55.9870108,37.1546115
mall,Продукты,55.7640526,37.4102683
clinic,Городская поликлиника № 8,55.671253,37.4641987
mall,,55.8285026,37.4458518
mall,,55.827655,37.4430234
mall,,55.6203874,37.6577845
mall,Электроника на Пресне,55.7641105,37.5578578
kindergarten,Школа №760 им. А. П. Маресьева. Дошкольное отделение,55.8752972,37.713858
mall,,55.7823939,37.7115269
mall,,55.8748399,37.7136164
mall,,55.6257387,37.6683569
school,"Школа № 1194, корп. 1530",55.9818714,37.1565997
kindergarten,Детский сад №1937,55.7324162,37.4141882
mall,,55.5966559,37.5899228
mall,,55.6077756,37.5838325
mall,,55.6051554,37.5909285
kindergarten,,55.6214721,37.2147823
mall,,55.6287196,37.5997675
mall,,55.6294408,37.6002472
kindergarten,Детский сад №2422,55.5481915,37.5306315
mall,,55.6147315,37.6044654
school,Школа № 1440,55.7575327,37.4126889
mall,Перекрёсток,55.7584851,37.4093457
mall,Простоцветы,55.7595861,37.4085745
mall,,55.6091112,37.6043631
mall,,55.6037273,37.6043176
clinic,Городская поликлиника №211,55.6010395,37.6014996
kindergarten,Детский сад №766 присмотра и оздоровления,55.8105527,37.561927
mall,Аркада,55.6371605,37.6560159
mall,,55.6336352,37.6574071
mall,,55.6333365,37.6579463
mall,Глобал Драйв,55.6168821,37.610022
mall,,55.5995444,37.5971092
mall,,55.5981245,37.5841575
mall,,55.5762421,37.6006819
kindergarten,Детский сад № 2353,55.9812698,37.1646492
school,Школа № 2045,55.9752699,37.1551836
school,Школа № 602,55.987227,37.1747896
school,Школа № 1692,55.9876394,37.1761362
kindergarten,Детский сад УВК № 1692,55.9881923,37.1739208
clinic,Национальный медицинский иссле­довательский центр здоровья детей,55.6861454,37.5520082
mall,,55.6345002,37.6138844
mall,,55.6296556,37.5919047
mall,,55.6515427,37.4820412
mall,,55.5751123,37.6476194
mall,,55.5787041,37.6497549
mall,,55.5808806,37.657626
school,Начальная школа № 1701,55.9930425,37.1706238
kindergarten,Детский сад № 1295,55.994265,37.1730285
mall,,55.5810479,37.6426517
mall,,55.6338786,37.6039518
kindergarten,"Школа № 853, дошкольное отделение 3",55.9830357,37.1864935
mall,Перекрёсток,55.739435,37.4908262
kindergarten,"Детский сад №7 ""Золотая рыбка""",55.5127801,37.5703807
school,Школа № 2117. Учебный корпус № 2,55.5020068,37.5624512
mall,,55.5084074,37.5666157
mall,КБО,55.5076559,37.5632008
school,Школа №11,55.6887606,37.538679
mall,,55.6906881,37.5396029
kindergarten,Школа № 49. Дошкольный корпус,55.6400957,37.544641
school,Начальная школа №2553,55.7522833,37.8284181
kindergarten,Детский сад №1559,55.753749,37.8290121
kindergarten,,55.687607,37.5373639
kindergarten,Детский сад №1773,55.7396047,37.4919244
mall,,55.4999943,37.5708967
mall,,55.7566541,37.4174025
mall,,55.4972361,37.5683504
mall,,55.4990818,37.5654627
mall,,55.679614,37.6238632
mall,,55.619477,37.5020227
school,Школа № 609,55.9981198,37.2209467
school,Школа №883 корпус Севастополь,55.8611039,37.4229476
clinic,КДП № 121,55.5345797,37.5240889
kindergarten,"Школа № 1354 ""Вектор"". Корпус ""Изюминки""",55.5472029,37.5630929
mall,,55.6750847,37.6272989
mall,,55.6756964,37.6268558
mall,,55.5975049,37.6045447
mall,СБС-Стиль,55.5951849,37.6072306
mall,,55.5942478,37.6043297
mall,,55.5943149,37.6057438
kindergarten,"Лицей № 1571, дошкольное отделение «Радуга»",55.8639723,37.4397699
mall,Таганский пассаж,55.7413419,37.6586837
school,"Школа № 1354 ""Вектор"". Корпус ""Запад""",55.5499298,37.5630617
school,"Школа № 1354 ""Вектор"". Лабораторный корпус",55.5489686,37.5631357
school,"Школа № 1354 ""Вектор"". Корпус ""Восток""",55.5480666,37.5634067
mall,,55.5461221,37.5634619
mall,,55.6689008,37.5594674
kindergarten,,55.7714574,37.4889188
kindergarten,Вешняковская школа. Дошкольное отделение В6,55.7359062,37.8232353
school,Школа №1139,55.8609718,37.6771567
kindergarten,,55.8595676,37.6761092
kindergarten,Детский сад № 317,55.8139278,37.5616617
school,Школа № 1454 «Тимирязевская»,55.8125141,37.5605762
kindergarten,Детский сад № 1738,55.7705664,37.4911491
school,Школа № 1010,55.770877,37.492178
school,Школа № 460 имени дважды Героев Советского Союза А.А. Головачёва и С.Ф. Шутова (ШП-3),55.6743875,37.8097393
mall,,55.7800204,37.4804738
kindergarten,,55.7779766,37.4831405
school,Школа 1605,55.7789532,37.4819083
school,Лицей №1560 Многопрофильный,55.7803493,37.4840806
mall,,55.7804555,37.4872982
kindergarten,,55.7801254,37.4958345
kindergarten,English Nursery School,55.7776395,37.4966001
mall,,55.7140026,37.4093185
mall,,55.84083,37.3582222
mall,,55.8442075,37.3779225
mall,,55.8416067,37.3827884
kindergarten,"Школа №285 имени В.А. Молодцова, дошкольное отделение",55.8717013,37.6291789
mall,,55.6317927,37.4666588
school,Школа №606,55.8718432,37.6135458
kindergarten,Школа № 1411. Структурное подразделение Детский сад № 370,55.8708899,37.6022976
kindergarten,Школа № 1411. Структурное подразделение Детский сад № 939,55.8699699,37.5981217
school,Школа №1411 (СП-761),55.8687417,37.5961069
school,Школа №970,55.8726849,37.588898
mall,,55.783428,37.5852465
clinic,Консультационно-диагностический корпус №5,55.820214,37.4570892
mall,,55.7813845,37.7055861
mall,,55.7652523,37.4860213
mall,,55.8673159,37.5962441
mall,,55.6109996,37.2910886
mall,,55.4755294,37.3068054
kindergarten,"Лицей № 1571, дошкольное отделение «Почемучки»",55.8584314,37.4396335
mall,,55.8886939,37.6040628
mall,"Торговый центр ""Никольский Пассаж""",55.7555862,37.6218696
mall,,55.5810439,37.6441874
mall,,55.5810959,37.6458738
mall,,55.832809,37.5321965
mall,,55.8316665,37.5311659
mall,,55.8337652,37.5329734
mall,Чижик,55.6189512,37.5825863
school,Специальная (коррекционная) общеобразовательная школа-интернат № 52,55.8135341,37.5655981
mall,,55.7805128,37.574604
kindergarten,,55.8114369,37.5636635
clinic,,55.7812114,37.566401
kindergarten,"Школа № 1194, корпус 1510, Дошкольное отделение",55.9817984,37.1517012
kindergarten,СПДО № 2 школы № 1784,55.7826534,37.5640949
kindergarten,"Школа № 1912, дошкольное отделение",55.9812121,37.1662259
school,Школа № 2115. Корпус школьного образования № 3,55.6693903,37.5638749
school,Школа №709,55.9354499,37.5565767
clinic,Детская поликлиника №39,55.7853894,37.5208278
mall,,55.7660734,37.5596902
mall,,55.7701125,37.5553843
clinic,Медицинский Центр Medical Club,55.7002337,37.767976
mall,,55.699231,37.77455
mall,,55.7001917,37.7675699
mall,,55.6998598,37.7661488
mall,,55.7001531,37.768346
mall,,55.699415,37.7741997
mall,,55.7811464,37.5604132
mall,,55.705891,37.4033419
mall,,55.6294025,37.6647571
mall,,55.6954992,37.4090311
kindergarten,"ГБОУ ""Школа № 1384 имени А. А. Леманского""",55.8036484,37.5112167
school,Школа № 1466,55.6238793,37.6639606
mall,,55.7154069,37.3960025
mall,,55.8467826,37.3466301
school,Школа №1363,55.6978026,37.8194295
kindergarten,Школа №1310 (дошкольный корпус №1),55.7446156,37.7866135
kindergarten,Дошкольное отделение школы № 547,55.7099323,37.6408752
clinic,Больница №1 УД Президента РФ,55.7184394,37.4802398
mall,,55.8517899,37.6463506
mall,,55.8512028,37.6460168
kindergarten,"Детский сад - Школа Свиблово, корпус 15",55.8528525,37.6599388
kindergarten,,55.7979461,37.5042209
kindergarten,,55.7972561,37.504341
mall,,55.7795662,37.665576
mall,,55.69971,37.8278399
kindergarten,Школа № 1357 «На Братиславской». Здание №3,55.6594257,37.7625936
school,"Лицей № 1571, корпус 7 «Созвездие»",55.8588754,37.4441623
kindergarten,"Лицей № 1571, дошкольное отделение «Ручеёк»",55.8587131,37.442513
clinic,Детская городская поликлиника №82,55.6257223,37.6634221
kindergarten,"Школа № 853, дошкольное отделение 4",55.9843102,37.1840128
mall,,55.8358662,37.4096326
kindergarten,"Школа № 1528, дошкольное отделение 5",55.9811611,37.1877238
mall,,55.608136,37.7225683
mall,,55.6133745,37.5914357
mall,,55.8417237,37.4335419
mall,"Торговый центр ""Сфера""",55.7532319,37.5759752
mall,,55.8345097,37.4474409
mall,,55.9062066,37.5765753
mall,,55.9063806,37.5764796
mall,Дикси,55.9036351,37.5883228
mall,,55.7506991,37.4318647
mall,,55.7512126,37.4155152
clinic,,55.3767392,37.3867535
mall,,55.8986274,37.3981863
mall,,55.9001904,37.3971294
clinic,Клинико-диагностический центр,55.9900062,37.2231163
school,Школа № 950,55.8589225,37.6185548
mall,,55.7981865,37.7148321
mall,,55.8118414,37.698392
mall,,55.8154404,37.6939278
mall,,55.8904152,37.596375
mall,,55.8896282,37.5955996
mall,,55.8832935,37.6050977
mall,,55.6520366,37.5299229
mall,,55.677014,37.5224515
school,Школа №2000 корпус №1,55.6421954,37.6600432
kindergarten,Детский сад №800,55.641486,37.6587902
mall,,55.5776713,37.6843755
mall,,55.5833614,37.6771374
mall,,55.7942108,37.665378
clinic,Женская консультация №9,55.6799373,37.516071
mall,,55.6109815,37.2957581
mall,Церковная лавка,55.9075878,37.5864452
mall,,55.61958,37.7161653
mall,,55.6177632,37.7194556
mall,,55.6164448,37.7201357
mall,,55.6247166,37.7160708
mall,,55.6207494,37.7186671
school,Школа надомного обучения №388,55.8938225,37.5896932
mall,,55.7047429,37.6210346
school,Школа № 547,55.7092631,37.6404573
kindergarten,Школа № 1582. Корпус дошкольного образования №4,55.61007,37.6005377
school,Центр образования № 1408,55.7006786,37.7750219
mall,"Торговый центр ""Трио""",55.740968,37.8515234
kindergarten,Школа № 1582. Корпус дошкольного образования №5,55.6108738,37.5966035
