source_group,price,area_total,rooms,floor,floors_total,address,latitude,longitude,metro,metro_walk_min,kitchen_area,renovation,walls,build_year,ceiling_height,floor_position,elevator,house_number,yard,parking,playground,link,address_source,metro_distance_km,metro_source,distance_to_center_km,distance_to_mkad_km,distance_to_school_km,distance_to_kindergarten_km,distance_to_clinic_km,distance_to_mall_km,price_per_m2,floor_ratio,house_age,has_metro_near,district_cluster,is_synthetic,augmentation_copy
all-kosino-ukhtomskii,9199000.0,28.58381593133274,0.0,12.0,25.0,"ecoplatform, 13 к1, улица юности, красная горка, люберцы, городской округ люберцы, московская область, центральный федеральный округ, 140013, россия",55.70387746942265,37.9068154980308,Лухмановская,4.96431210276419,6.010213090117611,unknown,другое,2002.0,2.8006262485204947,не угловая,unknown,13,двор,наземный паркинг,нет,https://msk.etagi.com/realty/12030545/,geo,0.43511446467660714,geo_recomputed,18.747401485588295,4.193677743257137,0.9454718878789069,0.6938576382744642,1.3744882831084986,0.639792726653668,321643.3566433566,0.48,23.919414753216703,0.9962694359027787,22,1,2
all,20000000.0,60.013680159104474,2.0,5.0,20.0,"москва, ул. авиаконструктора миля, 26 (26 км до центра)",55.67798181431706,37.85887648846818,Котельники,4.007061348533294,10.154821504614771,косметический ремонт,монолитные,2005.0,2.8000915575759078,не угловая,"пассажирский, грузовой",26,двор,наземный паркинг,есть,https://msk.etagi.com/realty/12300427/,raw,0.34951910807136516,geo_recomputed,17.37415093895894,1.525784020963799,0.4154078517556865,0.23669608087385702,0.009804064874237229,0.1208165261419509,335008.37520938023,0.25,21.08193198722492,0.9723429839185156,22,1,2
1k,13250000.0,40.60452425092626,1.0,17.0,17.0,"москва, ул. ухтомского ополчения, 1 (20 км до центра)",55.7009511159618,37.92508975563701,Некрасовка,3.0258070714030656,9.985872771020626,косметический ремонт,панельные,2013.0,2.500836451363253,не угловая,"пассажирский, грузовой",1,двор,наземный паркинг,нет,https://msk.etagi.com/realty/12252429/,raw,0.23775232149122313,geo_recomputed,19.71530050932378,5.592059222230977,0.18931099618512442,0.09519214327369123,0.38007636918190735,0.28851473708941233,323170.73170731706,1.0,13.106781195797899,0.9724162162775136,22,1,2
all,19900000.0,63.988827964563036,2.0,14.0,17.0,"москва, ул. покровская, 21 (33 км до центра)",55.70136640932627,37.929723765857794,Некрасовка,2.911330957255804,9.97393462379624,евроремонт,панельные,2015.0,2.700529805971033,не угловая,"пассажирский, грузовой",21,двор,"наземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/12507906/,raw,0.2760024784547041,geo_recomputed,20.529338694576523,6.007789997871385,0.33641644675639193,0.23262190330583057,0.2842063451805044,0.11027762458956704,310937.5,0.8235294117647058,10.974782966157242,1.0185227850375898,22,1,2
3k,18400000.0,82.81809263251921,3.0,1.0,17.0,"москва, ул. 1-я вольская, 18к1 (33 км до центра)",55.68355766625315,37.924514855775236,Панки,18.76027764711992,12.497501259348567,косметический ремонт,панельные,2007.0,2.699440570108938,не угловая,"пассажирский, грузовой",18к1,двор,наземный паркинг,есть,https://msk.etagi.com/realty/12558048/,raw,1.6714562435207805,geo_recomputed,20.173227849792248,5.86539536408643,0.22273710942617395,0.12045046177826779,0.3929438999330459,0.382030372217169,222490.93107617897,0.0588235294117647,18.933407782625743,0.0,22,1,2
3k,23400000.0,77.51252865022589,3.0,1.0,17.0,"москва, ул. покровская, 18",55.700927900076245,37.93195912209411,Некрасовка,4.944251990786716,12.93176340899021,unknown,блочные,2002.0,2.6804826378369513,,unknown,,unknown,unknown,,https://msk.etagi.com/realty/12232757/,raw,0.4090827437670016,geo_recomputed,21.49956472224469,6.119218224524136,0.4127770444563023,0.23871302022554036,0.3552045531640673,0.06411894661446757,303501.94552529184,0.0588235294117647,24.035370962834115,1.0552118714586316,22,1,2
all,24500000.0,74.2818571352901,3.0,11.0,25.0,"москва, ул. вертолётчиков, 1",55.70062125675962,37.93857425445698,Некрасовка,10.748097149904531,13.988804632067266,евроремонт,блочные,2017.0,2.7005131781780323,не угловая,"пассажирский, грузовой",1,двор,"наземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/12443311/,raw,0.8912835926079533,geo_recomputed,21.67118943269359,6.567942404751984,0.2645698800476137,0.12988841492238093,0.4995263903533155,0.5783158678787216,331081.08108108107,0.44,8.8934438971627,1.0007807465807173,22,1,2
all-kosino-ukhtomskii,24000000.0,88.48895703757589,3.0,3.0,25.0,"ecoplatform, 13 к1, улица юности, красная горка, люберцы, городской округ люберцы, московская область, центральный федеральный округ, 140013, россия",55.70443951645599,37.90629351049267,Лухмановская,4.9130884933871775,15.468817771857555,евроремонт,другое,2002.0,2.7007616199867175,не угловая,unknown,13,двор,наземный паркинг,нет,https://msk.etagi.com/realty/12631163/,geo,0.45020927315131365,geo_recomputed,19.895414387245363,4.358666508237805,0.8335331304294133,0.7082062882625706,1.3780176396719033,0.6430222153036121,272727.2727272727,0.12,24.204048392934865,1.0046654447283492,22,1,2
all-vyhino-zhulebino,25800000.0,115.24021925841814,3.0,16.0,17.0,"monpapillon, 98, 3-е почтовое отделение, городок б, люберцы, городской округ люберцы, московская область, центральный федеральный округ, 140008, россия",55.682984367426315,37.86324597818662,Жулебино,7.189153686929513,12.116916645499519,ремонт по дизайн-проекту,монолитно-кирпичный,2002.0,2.500719694555895,не угловая,"пассажирский, грузовой",98,двор,наземный паркинг,нет,https://msk.etagi.com/realty/10249112/,geo,0.5836878235289804,geo_recomputed,17.09784472111764,1.8427190657399084,0.28799556881016425,0.30176160323656276,0.5981359474260803,0.3930827800462313,224347.8260869565,0.9411764705882352,23.917461511685396,0.9987136163106408,22,1,2
all-nekrasovka,19600000.0,58.25690975587069,2.0,17.0,20.0,"москва, ул. лавриненко, 4",55.701484933451034,37.94266209665075,Некрасовка,13.531954704758482,10.07121232466571,косметический ремонт,монолитные,2002.0,2.5014995841759506,не угловая,"пассажирский, грузовой",4,двор,наземный паркинг,нет,https://msk.etagi.com/realty/12595679/,raw,1.0924694179635541,geo_recomputed,22.644205558830706,6.702591032907397,0.11251319068612921,0.07943800204717533,0.38448956707097076,0.35133926807608273,337931.0344827586,0.85,24.02848197456373,0.9708186462762858,22,1,2
all-novokosino,15450000.0,63.42411443209311,2.0,25.0,25.0,"детский клуб ""универ кидс"", 52, улица октября, 10а микрорайон, южный реутов, реутов, городской округ реутов, московская область, центральный федеральный округ, 143962, россия",55.75742331683743,37.88607379564093,Никольское,9.906094074979036,15.030518757159097,евроремонт,монолитные,2016.0,2.680687343718094,,unknown,,unknown,unknown,,https://msk.etagi.com/realty/10149748/,geo,0.8557392495877268,geo_recomputed,17.01391955863591,2.6678245772353106,1.6575130161017266,1.5064512479545202,1.5930342973274951,1.2785038890549165,242543.17111459968,1.0,9.98714578553288,1.0176797798809138,22,1,2
2k,18300000.0,56.51579847260898,2.0,5.0,17.0,"москва, ул. вертолётчиков, 4к4 (21 км до центра)",55.70451359062087,37.94448131993633,Некрасовка,14.68004751858008,8.471128741333754,евроремонт,панельные,2021.0,2.699433933049572,не угловая,"пассажирский, грузовой",4к4,двор,"наземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/12440111/,raw,1.2001635656279213,geo_recomputed,21.26430557025791,6.860150017417947,0.4674747547922781,0.14095109863995306,0.34577042008097125,0.10252314978089083,322183.0985915493,0.2941176470588235,4.926447937477312,0.994924567788876,22,1,2
all,12599999.0,38.2853356609802,1.0,9.0,14.0,"москва, ул. руднёвка, 25 (29 км до центра)",55.717268622013755,37.88894844288449,Улица Дмитриевского,12.96830605710823,6.927510543088705,современный ремонт,панельные,2005.0,2.680127929905225,,unknown,,unknown,unknown,,https://msk.etagi.com/realty/806960/,raw,1.0411811787450453,geo_recomputed,18.18125534225228,3.238627180264944,0.2951527814387235,0.07113178700030479,0.4663010209908308,0.12318098011183254,333333.3068783069,0.6428571428571429,20.92516485854248,0.9569323269424599,22,1,2
all,20950000.0,75.9690425949882,3.0,6.0,17.0,"москва, ул. лухмановская, 33",55.72306245528026,37.90485511281427,Лухмановская,21.05310561676028,12.90497482836881,косметический ремонт,панельные,2006.0,2.6992430604587865,не угловая,"пассажирский, грузовой",33,двор,"наземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/10954672/,raw,1.8426374764962314,geo_recomputed,17.836672763249016,4.214283463912475,0.37243428787797983,0.18870113670327124,1.5901423219836712,0.15228206160153737,275295.66360052564,0.3529411764705882,20.090184005154793,0.0,22,1,2
all-nekrasovka,12700000.0,38.2435230120869,1.0,12.0,25.0,"москва, ул. недорубова, 14",55.701491420602366,37.93581413494501,Некрасовка,6.124573311097405,8.976672391192901,евроремонт,кирпичные,2016.0,2.6408726288633897,не угловая,"пассажирский, грузовой",14,двор,"наземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/12545820/,raw,0.515973591108616,geo_recomputed,20.760844072786373,6.0907008499734605,0.25532043883230815,0.14231032541266658,0.4742626675786729,0.18904506815051278,330729.1666666667,0.48,10.029369489631643,0.9827653765595181,22,1,2
all,6900000.0,95.73360493632974,4.0,4.0,17.0,"москва, ул. рождественская, 23/33 (20 км до центра)",55.705454608364306,37.92100258096211,Некрасовка,5.928652090283228,7.983929262575557,косметический ремонт,монолитные,2010.0,2.6793821548488697,,unknown,,unknown,unknown,,https://msk.etagi.com/realty/11956246/,raw,0.49256845168406455,geo_recomputed,19.69715305591303,5.256295679954218,0.0914595456949014,0.21388780397300766,0.9071139440367284,0.2069575495443488,71576.76348547717,0.2352941176470588,15.94433229264425,1.0099178034638991,22,1,2
all-novokosino,9400000.0,38.606178632745305,1.0,18.0,26.0,"chik, 67, юбилейный проспект, 10а микрорайон, южный реутов, реутов, городской округ реутов, московская область, центральный федеральный округ, 143962, россия",55.75388035730006,37.88717593705271,Никольское,10.82113066151837,3.967050662785619,современный ремонт,монолитно-кирпичный,2002.0,2.6816098747552513,,unknown,,unknown,unknown,,https://msk.etagi.com/realty/10147412/,geo,0.9086629060452983,geo_recomputed,17.16232943617811,2.86556399911192,1.5037246579413812,1.326880716951581,1.496729575804416,1.0601758458618271,245430.80939947785,0.6923076923076923,23.955222679387735,1.0109834516858012,22,1,2
2k,14500000.0,56.7768424450688,2.0,17.0,17.0,"москва, ул. маресьева, 12к4",55.714004132797896,37.94307646669804,Некрасовка,21.470961251551746,9.983284931576481,косметический ремонт,монолитно-кирпичный,2002.0,2.799789004472684,не угловая,"пассажирский, грузовой",12к4,двор,наземный паркинг,нет,https://msk.etagi.com/realty/12525675/,raw,1.5635662222727504,geo_recomputed,20.710613829301725,6.258651841360895,0.21029804916112352,0.3092404589755989,1.3741766851049924,1.1756969823592223,253940.4553415061,1.0,23.934932814590614,0.0,22,1,2
2k,5800000.0,58.06311198373611,2.0,2.0,17.0,"москва, ул. покровская, 16 (34 км до центра)",55.69975354523443,37.93342105202294,Некрасовка,6.728348380735513,3.182624561776118,косметический ремонт,панельные,2015.0,2.6999683015993,не угловая,"пассажирский, грузовой",16,двор,наземный паркинг,есть,https://msk.etagi.com/realty/12005427/,raw,0.6242653726561824,geo_recomputed,20.453570111582536,6.197414630482617,0.4049359984835514,0.11936671091483189,0.3470581121564787,0.25177397666019874,99485.42024013725,0.1176470588235294,11.07045633057292,0.9698699618779031,22,1,2
all,16500000.0,54.31602161728558,2.0,4.0,18.0,"москва, ул. вертолётчиков, 21к5",55.71210957984453,37.92701489069966,Некрасовка,13.351437852988688,11.996172509733873,ремонт по дизайн-проекту,блочные,2002.0,2.6796647075919164,,unknown,,unknown,unknown,,https://msk.etagi.com/realty/822043/,raw,1.032059435616499,geo_recomputed,19.781452783929844,5.351741587081374,0.9019887947279149,0.4815947682082754,1.5209964417606376,0.6661932087173392,305555.55555555556,0.2222222222222222,24.07375728921796,1.0418854026400937,22,1,2
all-kosino-ukhtomskii,12000000.0,35.86213888448622,1.0,5.0,14.0,"москва, ул. руднёвка, 43 (18 км до центра)",55.71738048757804,37.895709881828395,Лухмановская,14.625679925655913,13.47774379422496,чистовая отделка,панельные,2002.0,2.4994827150583885,не угловая,"пассажирский, грузовой",43,двор,наземный паркинг,нет,https://msk.etagi.com/realty/11820710/,raw,1.062549926082931,geo_recomputed,17.773749507618554,3.778028247527019,0.3880110761368848,0.05912555750933697,0.7678715827668122,0.3538030849236475,328767.12328767125,0.3571428571428571,24.042171189251075,0.9781398932778221,22,1,2
all-kosino-ukhtomskii,18800000.0,54.39238184910512,2.0,3.0,12.0,"москва, ул. святоозёрская, 15",55.71385960209045,37.89420637426379,Лухмановская,9.923854115193656,11.976276314301,евроремонт,панельные,2004.0,2.639617331508664,не угловая,"пассажирский, грузовой",15,двор,unknown,нет,https://msk.etagi.com/realty/12079720/,raw,0.7939850550084637,geo_recomputed,17.982332600203282,3.5606275141803843,0.14364250258988095,0.2045637930815576,0.5704274059701039,0.2608122106382301,348148.14814814815,0.25,22.020292410648143,0.9263144560023446,22,1,2
4k,25850000.0,91.56052712842754,4.0,3.0,17.0,"москва, ул. привольная, 73к2 (17 км до центра)",55.67925237050143,37.85558438155423,Жулебино,7.0923840720696125,10.217533995311328,современный ремонт,панельные,2002.0,2.6801671635913094,,unknown,,unknown,unknown,,https://msk.etagi.com/realty/4417935/,raw,0.5776010139098591,geo_recomputed,17.677654596293152,1.2707951646206368,0.16654543049965248,0.09228465881171939,0.15868969153483675,0.1590280075862641,281590.41394335515,0.1764705882352941,24.050112020383175,1.0254560352238147,22,1,2
all,12700000.0,38.45757540500223,1.0,8.0,14.0,"москва, ул. руднёвка, 25 (29 км до центра)",55.717994780808446,37.88901481970253,Улица Дмитриевского,12.346039302940374,7.2999156006417465,косметический ремонт,панельные,2005.0,2.70001273305453,не угловая,"пассажирский, грузовой",25,двор,наземный паркинг,есть,https://msk.etagi.com/realty/12625744/,raw,1.0462548931020408,geo_recomputed,16.386547359758666,3.1066617740793903,0.30113329077058887,0.07071095868979804,0.46007506002231796,0.1197929857109405,329870.12987012987,0.5714285714285714,20.868133149933175,1.0244737733289355,22,1,2
all,16500000.0,59.57594704112628,2.0,14.0,17.0,"москва, ул. лавриненко, 11к1",55.70087895315193,37.94814165574517,Некрасовка,17.012686372060617,12.600147935200141,евроремонт,монолитно-каркасные,2019.0,2.639691912438496,не угловая,"пассажирский, грузовой",11к1,двор,"наземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/11890735/,raw,1.396032916756654,geo_recomputed,22.11709153441351,6.915210833468869,0.36923155477901815,0.06787221130854496,0.040099708700199736,0.259339321122538,275919.7324414716,0.8235294117647058,7.022003429993155,0.0,22,1,2
1k,9000000.0,30.615938122565577,1.0,14.0,17.0,"москва, ул. маресьева, 12к2 (20 км до центра)",55.71317142512918,37.94286387848945,Некрасовка,19.660916802229266,7.998366145801236,косметический ремонт,монолитный железобетонный каркас,2002.0,2.6802211465502164,не угловая,unknown,12к2,двор,unknown,нет,https://msk.etagi.com/realty/12562066/,raw,1.5023951136272444,geo_recomputed,20.603923488917186,6.898912598470415,0.2672956946947777,0.34998322326516274,1.4247189988761844,1.2565231618183978,290322.5806451613,0.8235294117647058,24.085443263296515,0.0,22,1,2
all-vyhino-zhulebino,9800000.0,21.780847245168744,0.0,23.0,25.0,"горздрав, 6 к2, улица лётчика ларюшина, жилой комплекс «жулебино парк», район выхино-жулебино, люберцы, городской округ люберцы, московская область, центральный федеральный округ, 140003, россия",55.677157549242374,37.86423892136571,Котельники,6.021688521620077,8.970390223029371,евроремонт,панельные,2002.0,2.7996083193169197,не угловая,"пассажирский, грузовой",6к2,двор,"наземный паркинг, гостевой паркинг",нет,https://msk.etagi.com/realty/12578045/,geo,0.5163120418040381,geo_recomputed,17.565218987019172,1.694789862582743,0.6701656814682805,0.5594468658225168,0.36838983008381726,0.48432070493694684,445454.5454545454,0.92,24.018472476466012,1.0324009980036148,22,1,2
3k,33900000.0,81.7610912855675,3.0,11.0,19.0,"москва, ул. наташи качуевской, 5",55.71248796049904,37.879241909258404,Улица Дмитриевского,5.005733262986501,19.047532298599293,косметический ремонт,панельные,2018.0,2.6399964021830655,не угловая,"пассажирский, грузовой",5,двор,"наземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/12555367/,raw,0.45566826894285267,geo_recomputed,16.455447923960584,2.524558676084516,0.5185403036580106,0.30534044175284736,0.4339599138426233,0.2206187904308469,413414.6341463415,0.5789473684210527,8.004235569148038,1.0423580577085785,22,1,2
all-kosino-ukhtomskii,10990000.0,35.144512920536705,1.0,12.0,24.0,"улица гоголя, красная горка, люберцы, городской округ люберцы, московская область, центральный федеральный округ, 140013, россия",55.70542132173864,37.89950559068122,Лухмановская,4.20810962053909,10.067232854928424,без отделки,монолитно-кирпичный,2025.0,2.6812741130566327,не угловая,"пассажирский и грузовой, пассажирский",3,парковка,"подземный паркинг, наземный паркинг, гостевой паркинг, парковка во дворе",нет,https://msk.etagi.com/realty/12432837/,geo,0.3559490130828825,geo_recomputed,18.615740596256916,4.021394911835918,0.8437137211416161,0.7399383991804681,1.3907690125596508,0.4374998436322728,309577.4647887324,0.5,0.9491397705887823,1.0183744852540924,22,1,2
all,26800000.0,79.44544838323073,4.0,23.0,25.0,"москва, ул. лавриненко, 11к2",55.70168746039088,37.949452985313854,Некрасовка,18.442305757243563,14.040972176552321,евроремонт,монолитно-каркасные,2020.0,2.6795864978043284,не угловая,"пассажирский, грузовой",11к2,двор,наземный паркинг,нет,https://msk.etagi.com/realty/12490612/,raw,1.3771908378491702,geo_recomputed,21.405683369897396,6.919639583165465,0.4687454074190344,0.16559396381084793,0.058006393880201325,0.25903000595494535,339240.5063291139,0.92,5.954464826011888,0.0,22,1,2
all,13800000.0,64.22001337459511,3.0,7.0,16.0,"москва, ул. 2-я вольская, 26",55.68631866224445,37.92806505852164,Некрасовка,22.467444651013512,7.741636291232141,евроремонт,панельные,1989.0,2.639781096185945,не угловая,"пассажирский, грузовой",26,двор,"наземный паркинг, гостевой паркинг",нет,https://msk.etagi.com/realty/12596937/,raw,1.7998407963992291,geo_recomputed,20.73909473836372,5.895220549379277,0.3411085216651743,0.40982839490299733,0.7357970922440911,0.17872223866666975,213953.48837209304,0.4375,36.958152615041854,0.0,22,1,2
all,6700000.0,20.45504840505204,0.0,1.0,9.0,"москва, ул. лухмановская, 1",55.71410219906442,37.89908994521755,Лухмановская,7.8054629346718,2.978112049331221,unknown,панельные,2004.0,2.63916673832491,не угловая,"пассажирский, грузовой",1,двор,"наземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/12066990/,raw,0.6932636409684363,geo_recomputed,18.508211446715134,3.5486407796682884,0.14806368805182346,0.16747625563198687,0.7954473694642311,0.09431678832672281,319047.61904761905,0.1111111111111111,22.017834396374038,0.9958849562579609,22,1,2
all-kosino-ukhtomskii,17900000.0,55.903820187927764,2.0,15.0,16.0,"москва, ул. татьяны макаровой, 4",55.70922937338818,37.888800331033245,Улица Дмитриевского,6.486576114879036,10.02342186641663,косметический ремонт,панельные,2007.0,2.779755870735412,не угловая,"пассажирский, грузовой",4,двор,"наземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/12430499/,raw,0.6400269686971117,geo_recomputed,18.078140075573078,3.361173847490084,0.0584983296845846,0.20874575805444007,0.4389684628090107,0.2333753298350314,316814.1592920354,0.9375,18.961207882884263,0.9673306560881042,22,1,2
all-vyhino-zhulebino,27000000.0,180.07580921310694,4.0,20.0,22.0,"арияна, 5, улица строителей, микрорайон белая дача, котельники, городской округ котельники, московская область, центральный федеральный округ, 140055, россия",55.66803619585333,37.85522893249996,Котельники,8.089532981392066,12.675184947134124,без стен,монолитные,2020.0,2.6402702764887147,не угловая,"пассажирский, грузовой",5,двор,наземный паркинг,есть,https://msk.etagi.com/realty/10710997/,geo,0.6553350866512799,geo_recomputed,18.381025008869628,1.0508070287691653,1.4589628964599162,1.22563761730792,0.9781923663879688,0.92110282708333,150041.67824395667,0.9090909090909092,5.854183581706957,0.992163961762319,22,1,2
all-vyhino-zhulebino,8600000.0,43.89922909677758,2.0,1.0,5.0,"20, юбилейная улица, люберцы, городской округ люберцы, московская область, центральный федеральный округ, 140011, россия",55.671130937234885,37.872135385543075,Котельники,11.001827397700259,5.97680762449482,евроремонт,панели железобетонные,2002.0,2.679618588543243,,unknown,,unknown,unknown,,https://msk.etagi.com/realty/8932103/,geo,0.9061600300319528,geo_recomputed,18.073060626811014,2.2501190987468798,1.4546144546346833,1.3447070883836656,1.1106599027930495,1.1534482176378271,193693.6936936937,0.2,24.0637951702978,1.0337273842252723,22,1,2
all-vyhino-zhulebino,10600000.0,53.94854379765417,2.0,4.0,17.0,"17б, новая улица, микрорайон белая дача, котельники, городской округ котельники, московская область, центральный федеральный округ, 140054, россия",55.66426895439077,37.870965411102105,Котельники,17.38889259307582,8.954633841969939,евроремонт,панельные,2004.0,2.699181628537356,не угловая,"пассажирский, грузовой",17б,двор,"наземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/12313817/,geo,1.4051790896471148,geo_recomputed,19.164437331467557,1.9413605482870666,2.0942952808316595,1.939835310019881,1.7045748334572433,1.7589665479818235,196296.2962962963,0.2352941176470588,22.0417613066229,0.0,22,1,2
all-kosino-ukhtomskii,11100000.0,38.568781234189764,1.0,8.0,14.0,"москва, ул. дмитриевского, 9",55.710242031786784,37.88979218847895,Улица Дмитриевского,7.026182181092141,8.988014004086116,косметический ремонт,панельные,2005.0,2.6402608325464056,не угловая,"грузовой, пассажирский и грузовой",9,двор,"наземный паркинг, гостевой паркинг",нет,https://msk.etagi.com/realty/12411369/,raw,0.6155696172522754,geo_recomputed,18.117909923600084,3.360290489847241,0.15365811199791454,0.32084334022530514,0.5661068409227659,0.17783943753781953,292105.2631578947,0.5714285714285714,21.028410359489037,1.0061029368325738,22,1,2
all,11500000.0,38.6525339985412,1.0,3.0,25.0,"москва, ул. рождественская, 33 (21 км до центра)",55.70452760907614,37.93179217948783,Некрасовка,4.0053256500898895,8.97282138428054,современный ремонт,монолитные,1998.0,2.680337164271922,не угловая,unknown,33,двор,наземный паркинг,есть,https://msk.etagi.com/realty/1906992/,raw,0.33872703478015964,geo_recomputed,20.584056392997258,5.996248153336041,0.4132407738737605,0.3599476207920421,0.5162407094562371,0.14913456667514446,297927.46113989636,0.12,27.925080811701655,0.9899971022508698,22,1,2
3k,25700000.0,87.99359166409525,3.0,17.0,25.0,"москва, ул. вертолётчиков, 13 (21 км до центра)",55.70494969884082,37.94053903829429,Некрасовка,11.010120270169026,13.820901430238226,unknown,сборно-монолитный железобетонный каркас,2016.0,2.640443015191918,не угловая,unknown,13,парковка,наземный паркинг,нет,https://msk.etagi.com/realty/12478036/,raw,0.9060921612531988,geo_recomputed,22.124859320412824,6.75050798147211,0.18545358060469583,0.39480015230483884,0.6062913508465094,0.4038261795989324,292377.7019340159,0.68,9.960633441515917,1.052041029412274,22,1,2
all-nekrasovka,12800000.0,52.94704277477081,2.0,12.0,14.0,"москва, ул. 1-я вольская, 24к1",55.68189430458867,37.92818042428488,Панки,18.367469556575998,9.038092009181158,требует ремонта / частичный ремонт,монолитные,2006.0,2.6791059276777225,не угловая,"пассажирский, грузовой",24к1,двор,"наземный паркинг, гостевой паркинг",нет,https://msk.etagi.com/realty/12553621/,raw,1.5721662969960315,geo_recomputed,20.66654476753713,6.01060540767002,0.14035034290179213,0.23032687865611998,0.7554373364125182,0.22723710929796453,241054.61393596983,0.8571428571428571,20.04150332097948,0.0,22,1,2
all,14000000.0,30.996134307371346,1.0,3.0,20.0,"москва, ул. маресьева, 6к2 (19 км до центра)",55.709193332508725,37.93725867649515,Некрасовка,11.33578843471481,8.01378501493732,евроремонт,монолитные,2022.0,2.7009889057578307,не угловая,"пассажирский, грузовой",6к2,двор,"наземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/12489324/,raw,1.0643591865581752,geo_recomputed,20.79373005795943,6.233704365556046,0.483467398181785,0.3996879137999922,1.1424365009969055,0.7076348514790252,451612.9032258064,0.15,4.0021138709700566,1.0191213076995471,22,1,2
all-preobrazhenskoe,10800000.0,20.66005389105559,1.0,6.0,9.0,"москва, ул. халтуринская, 18",55.804306979941984,37.72667772593952,Черкизовская,12.829622748582796,3.60061714456787,косметический ремонт,монолитные,1972.0,2.496726568077021,не угловая,пассажирский,18,двор,наземный паркинг,нет,https://msk.etagi.com/realty/12510487/,raw,1.1189604695538955,geo_recomputed,9.285768475284266,6.405266698043603,0.10554209331049698,0.47076054583187116,0.4552606259808992,0.2411353668741848,521739.13043478265,0.6666666666666666,54.01641279496603,0.9457167598148221,23,1,1
all-kuzminki,25500000.0,68.42542928822516,2.0,3.0,12.0,"москва, ул. жигулёвская, 12а",55.71130867764078,37.758452633369416,Кузьминки,7.15388587090413,10.0528289457156,косметический ремонт,монолитные,2025.0,2.6986539285848368,не угловая,unknown,12а,детская площадка,unknown,нет,https://msk.etagi.com/realty/12584029/,raw,0.5874952070149501,geo_recomputed,10.321752357198681,4.811629966595892,0.10741401245591278,0.15048873161775495,0.36239031422859547,0.39476079244918233,371179.03930131,0.25,1.0176384784455232,1.041834816382267,23,1,1
2k,14400000.0,43.33174157281519,2.0,3.0,5.0,"москва, ул. 1-я владимирская, 12к2",55.75691046928145,37.77189932069445,Перово,12.643849387174843,5.947347635143196,евроремонт,блоки железобетонные,1958.0,2.686536465814891,не угловая,unknown,12к2,детская площадка,unknown,нет,https://msk.etagi.com/realty/12568369/,raw,1.0108212931788918,geo_recomputed,9.332239151946261,4.315477510605078,0.19960708122216228,0.11878636314312953,0.5698888056011988,0.43933187229953435,331034.4827586207,0.6,67.70649383397085,0.9829493785177897,23,1,1
1k,16800000.0,35.966314218566275,1.0,2.0,33.0,"москва, ул. тагильская, 3к2 (11 км до центра)",55.81407561210699,37.75803768939558,Бульвар Рокоссовского,16.4153194372839,16.945322278644998,современный ремонт,монолитные,2002.0,2.6761274482749076,,unknown,,unknown,unknown,,https://msk.etagi.com/realty/10822745/,raw,1.3185106853705841,geo_recomputed,11.459844380614294,4.109714736760308,0.5130289482892287,0.12698006225110606,0.7058297016838091,0.040053914580626654,470588.2352941176,0.0606060606060606,24.11229763351977,0.0,23,1,1
2k,19206000.0,52.18605607269871,2.0,10.0,17.0,"москва, ул. орехово-зуевский проезд, 14",55.730949929712715,37.75238014665525,Стахановская,5.812603642965728,8.946166228851213,евроремонт,монолитные,2004.0,2.6432933695642156,не угловая,"пассажирский, грузовой",14,двор,"наземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/12262461/,raw,0.5137702241405229,geo_recomputed,9.08800501401968,5.2514264989395905,0.42870372503457815,0.6065444564814237,0.17194656361192884,0.35028244719517393,366526.7175572519,0.5882352941176471,21.874148294826753,0.9962263201109138,23,1,1
1k,15200000.0,38.7717993627294,1.0,7.0,17.0,"москва, ул. открытое шоссе, 24к1 (15 км до центра)",55.821079623729,37.75296960843964,Бульвар Рокоссовского,12.717916444503661,8.86735159837244,косметический ремонт,блочные,2011.0,2.6427909675777954,не угловая,"пассажирский, грузовой",24к1,двор,наземный паркинг,есть,https://msk.etagi.com/realty/12257511/,raw,1.0722686639140901,geo_recomputed,11.962538793984619,3.928286839416787,0.11135230806631967,0.27364814314649116,0.21603032843027495,0.0688558155931884,391752.5773195877,0.4117647058823529,15.31494910390833,1.0437797739926196,23,1,1
