source_group,price,area_total,rooms,floor,floors_total,address,latitude,longitude,metro,metro_walk_min,kitchen_area,renovation,walls,build_year,ceiling_height,floor_position,elevator,house_number,yard,parking,playground,link,address_source,metro_distance_km,metro_source,distance_to_center_km,distance_to_mkad_km,distance_to_school_km,distance_to_kindergarten_km,distance_to_clinic_km,distance_to_mall_km,price_per_m2,floor_ratio,house_age,has_metro_near,geo_generation_cluster
2k,22000000.0,58.0,2.0,14.0,25.0,"москва, ул. валдайский проезд, 10к1 (16 км до центра)",55.867071,37.467365,Беломорская,7.0,9.5,косметический ремонт,монолитный железобетонный каркас,2002.0,2.68,не угловая,unknown,10к1,двор,наземный паркинг,нет,https://msk.etagi.com/realty/12252549/,raw,0.6,geo_recomputed,15.78,1.76,0.14,0.12,0.21,0.11,379310.3448275862,0.56,24.0,1,21
2k,26460000.0,52.5,2.0,4.0,6.0,"москва, ул. ленинградский проспект, 27",55.784126,37.566458,Динамо,10.0,10.0,обычное состояние,монолитные,1940.0,2.68,,unknown,,unknown,unknown,,https://msk.etagi.com/realty/9275139/,raw,0.81,geo_recomputed,4.7,11.48,0.44,0.22,0.31,0.14,504000.0,0.6666666666666666,86.0,1,23
2k,19500000.0,45.0,2.0,1.0,5.0,"москва, ул. уткина, 37",55.76527,37.744064,Соколиная Гора,6.0,6.0,современный ремонт,блочные,1960.0,2.68,,unknown,,unknown,unknown,,https://msk.etagi.com/realty/9554313/,raw,0.53,geo_recomputed,8.17,6.19,0.45,0.2,0.47,0.46,433333.3333333333,0.2,66.0,1,7
2k,16000000.0,53.5,2.0,4.0,17.0,"москва, ул. плеханова, 22 (9 км до центра)",55.742154,37.765112,Перово,9.0,10.3,косметический ремонт,панели железобетонные,2002.0,2.7,не угловая,unknown,22,двор,"подземный паркинг, гостевой паркинг",нет,https://msk.etagi.com/realty/9569615/,raw,0.73,geo_recomputed,9.42,4.79,0.18,0.22,0.16,0.26,299065.4205607477,0.2352941176470588,24.0,1,24
2k,25850000.0,62.0,2.0,3.0,5.0,"москва, ул. кедрова, 4к1",55.686203,37.564168,Академическая,6.0,22.0,ремонт по дизайн-проекту,панельные,2002.0,3.2,не угловая,unknown,4к1,двор,наземный паркинг,нет,https://msk.etagi.com/realty/9571617/,raw,0.52,geo_recomputed,8.01,8.38,0.23,0.08,0.42,0.3,416935.48387096776,0.6,24.0,1,15
2k,20000000.0,35.0,2.0,1.0,6.0,"москва, ул. ананьевский переулок, 4/2с2",55.770816,37.637479,Сухаревская,4.0,3.0,современный ремонт,монолитные,1929.0,2.68,,unknown,,unknown,unknown,,https://msk.etagi.com/realty/9573995/,raw,0.33,geo_recomputed,2.48,12.88,0.17,0.14,0.08,0.07,571428.5714285715,0.1666666666666666,97.0,1,1
2k,14000000.0,35.4,2.0,10.0,20.0,"москва, ул. производственная, 19ак2 (20 км до центра)",55.644318,37.380687,Новопеределкино,7.0,8.0,черновая отделка,блочные+кирпич,2002.0,2.68,,unknown,,unknown,unknown,,https://msk.etagi.com/realty/9574366/,raw,0.57,geo_recomputed,18.99,3.81,0.48,0.35,0.76,0.82,395480.2259887006,0.5,24.0,1,3
2k,35000000.0,65.0,2.0,34.0,49.0,"москва, ул. 2-я хуторская, вл34кс (6 км до центра)",55.806095,37.571147,Дмитровская,8.0,15.0,предчистовая отделка,монолитно-кирпичный,2025.0,2.68,,unknown,,unknown,unknown,,https://msk.etagi.com/realty/9580937/,raw,0.7,geo_recomputed,6.61,10.55,0.31,0.18,0.32,0.04,538461.5384615385,0.6938775510204082,1.0,1,23
2k,22500000.0,57.0,2.0,12.0,25.0,"москва, ул. валдайский проезд, 10к1 (16 км до центра)",55.867071,37.467365,Беломорская,7.0,20.0,современный ремонт,монолитный железобетонный каркас,2002.0,2.68,,unknown,,unknown,unknown,,https://msk.etagi.com/realty/9608247/,raw,0.6,geo_recomputed,15.78,1.76,0.14,0.12,0.21,0.11,394736.84210526315,0.48,24.0,1,21
2k,14850000.0,39.2,2.0,7.0,14.0,"москва, ул. 800-летия москвы, 11к5",55.883535,37.564599,Бескудниково,3.0,6.0,косметический ремонт,железо-бетон,2002.0,2.68,не угловая,unknown,11к5,детская площадка,unknown,нет,https://msk.etagi.com/realty/10162878/,raw,0.22,geo_recomputed,14.95,2.89,0.27,0.24,0.67,0.15,378826.53061224485,0.5,24.0,1,21
2k,24980000.0,69.2,2.0,8.0,25.0,"москва, ул. боровское шоссе, 2к5 (25 км до центра)",55.661831,37.420024,Говорово,5.0,10.2,современный ремонт,панельные,2018.0,2.64,не угловая,unknown,2к5,двор,"парковка во дворе, наземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/7719819/,raw,0.38,geo_recomputed,15.85,0.71,0.35,0.11,1.09,0.21,360982.6589595376,0.32,8.0,1,3
2k,17500000.0,54.5,2.0,4.0,29.0,"проектируемый проезд № 219, карачарово, нижегородский район, москва, центральный федеральный округ, 109202, россия",55.736351,37.745034,Андроновка,10.0,13.0,черновая отделка,монолитно-кирпичный,2026.0,2.85,не угловая,unknown,5,парковка,подземный паркинг,нет,https://msk.etagi.com/realty/7739887/,geo,0.85,geo_recomputed,8.29,6.01,0.15,0.17,0.4,0.42,321100.91743119265,0.1379310344827586,0.0,1,18
2k,25640000.0,40.2,2.0,15.0,33.0,"к2, 20а, дербеневская улица, даниловский район, москва, центральный федеральный округ, 115114, россия",55.720276,37.646076,Павелецкая,14.0,16.0,предчистовая отделка,монолитные,2026.0,2.68,,unknown,,unknown,unknown,,https://msk.etagi.com/realty/7798866/,geo,1.15,geo_recomputed,4.03,11.81,0.21,0.19,0.47,0.6,637810.9452736318,0.4545454545454545,0.0,1,20
2k,38500000.0,60.7,2.0,34.0,38.0,"москва, ул. мосфильмовская, 98к1 (11 км до центра)",55.69863,37.474534,Аминьевская,5.0,14.6,unknown,монолитные,2021.0,2.68,,unknown,,unknown,unknown,,https://msk.etagi.com/realty/7804434/,raw,0.42,geo_recomputed,10.65,3.93,0.91,0.48,0.8,0.56,634266.8863261944,0.8947368421052632,5.0,1,0
2k,25600000.0,48.5,2.0,7.0,13.0,"очаковское шоссе, район очаково-матвеевское, москва, центральный федеральный округ, 119530, россия",55.691946,37.459426,Аминьевская,8.0,10.0,чистовая отделка,монолитные,2002.0,2.68,,unknown,,unknown,unknown,,https://msk.etagi.com/realty/7843945/,geo,0.66,geo_recomputed,11.86,2.83,0.42,0.15,0.47,0.43,527835.0515463918,0.5384615384615384,24.0,1,0
2k,21600000.0,43.2,2.0,21.0,21.0,"москва, ул. очаковское шоссе, 9а (12 км до центра)",55.693997,37.460808,Аминьевская,5.0,9.0,косметический ремонт,сборно-монолитный железобетонный каркас,2024.0,2.68,,unknown,,unknown,unknown,,https://msk.etagi.com/realty/4338906/,raw,0.42,geo_recomputed,11.66,2.97,0.28,0.16,0.49,0.21,499999.99999999994,1.0,2.0,1,0
2k,19900000.0,52.5,2.0,8.0,43.0,"москва, ул. строительный проезд, 9к1 (15 км до центра)",55.836676,37.422243,Трикотажная,18.0,10.5,чистовая отделка,монолитно-кирпичный,2025.0,2.68,,unknown,,unknown,unknown,,https://msk.etagi.com/realty/4340894/,raw,1.51,geo_recomputed,15.31,1.61,0.36,0.35,0.27,0.41,379047.61904761905,0.1860465116279069,1.0,0,2
2k,42000000.0,75.2,2.0,7.0,31.0,"москва, ул. нежинская, 1к3",55.718831,37.477624,Славянский бульвар,15.0,7.4,евроремонт,монолитные,2008.0,2.68,,unknown,,unknown,unknown,,https://msk.etagi.com/realty/4360099/,raw,1.26,geo_recomputed,9.4,5.07,0.59,0.41,0.17,0.44,558510.6382978723,0.2258064516129032,18.0,1,0
2k,17900000.0,42.0,2.0,13.0,16.0,"москва, ул. сколковское шоссе, 40к3 (15 км до центра)",55.701349,37.393245,Немчиновка,24.0,7.0,евроремонт,монолитные,2002.0,2.68,,unknown,,unknown,unknown,,https://msk.etagi.com/realty/4384443/,raw,1.97,geo_recomputed,15.03,0.31,0.83,0.75,0.64,0.64,426190.4761904762,0.8125,24.0,0,0
2k,13450000.0,54.5,2.0,12.0,15.0,"москва, ул. ленинградское шоссе, 229ак1 (27 км до центра)",55.936958,37.361022,Новоподрезково,7.0,10.0,ремонт от строителей,монолитные,2024.0,2.68,,unknown,,unknown,unknown,,https://msk.etagi.com/realty/4389503/,raw,0.59,geo_recomputed,25.97,7.91,1.24,0.58,1.22,0.38,246788.9908256881,0.8,2.0,1,14
2k,29900000.0,54.0,2.0,12.0,21.0,"москва, ул. очаковское шоссе, 9а (12 км до центра)",55.693683,37.460259,Аминьевская,6.0,10.0,предчистовая отделка,монолитные,2023.0,2.68,,unknown,,unknown,unknown,,https://msk.etagi.com/realty/4419380/,raw,0.46,geo_recomputed,11.7,2.93,0.28,0.13,0.5,0.26,553703.7037037037,0.5714285714285714,3.0,1,0
2k,18000000.0,62.37,2.0,3.0,10.0,"москва, ул. 5-я мякининская, 20",55.810071,37.380202,Мякинино,18.0,25.7,черновая отделка,монолитно-кирпичный,2023.0,2.68,,unknown,,unknown,unknown,,https://msk.etagi.com/realty/4435939/,raw,1.51,geo_recomputed,16.06,0.52,0.88,0.87,0.79,0.94,288600.2886002886,0.3,3.0,0,2
2k,19099000.0,52.0,2.0,11.0,12.0,"москва, ул. шипиловская, 5к1",55.618095,37.701206,Орехово,9.0,10.0,ремонт по дизайн-проекту,блочные,1976.0,2.68,,unknown,,unknown,unknown,,https://msk.etagi.com/realty/4480748/,raw,0.71,geo_recomputed,15.85,3.4,0.14,0.21,0.67,0.34,367288.4615384616,0.9166666666666666,50.0,1,17
2k,25482000.0,49.6,2.0,1.0,14.0,"москва, ул. складочная, 4",55.801384,37.599786,Савёловская,12.0,10.0,ремонт по дизайн-проекту,монолитные,2002.0,2.68,,unknown,,unknown,unknown,,https://msk.etagi.com/realty/5811580/,raw,0.97,geo_recomputed,5.56,11.01,0.67,0.02,0.09,0.34,513750.0,0.0714285714285714,24.0,1,6
2k,18500000.0,69.0,2.0,14.0,25.0,"москва, ул. лосиноостровская, вл45к3 (12 км до центра)",55.849175,37.715453,Белокаменная,28.0,15.4,современный ремонт,монолитные,2002.0,2.68,,unknown,,unknown,unknown,,https://msk.etagi.com/realty/844538/,raw,2.33,geo_recomputed,12.46,3.16,1.59,1.32,1.84,1.87,268115.94202898553,0.56,24.0,0,9
2k,11500000.0,38.51,2.0,18.0,21.0,"москва, ул. автомобильный проезд, 4к2кв6006 (6 км до центра)",55.730193,37.697576,Калитники,6.0,13.0,улучшенная черновая отделка,монолитно-кирпичный,2025.0,3.0,не угловая,unknown,4к2кв6006,двор,подземный паркинг,есть,https://msk.etagi.com/realty/844925/,raw,0.51,geo_recomputed,5.68,8.93,0.61,0.65,0.76,0.25,298623.73409504024,0.8571428571428571,1.0,1,18
2k,16700000.0,43.0,2.0,7.0,14.0,"москва, ул. бажова, 26 (8 км до центра)",55.836747,37.666001,Ростокино,4.0,6.2,косметический ремонт,блочные,1973.0,2.68,,unknown,,unknown,unknown,,https://msk.etagi.com/realty/878722/,raw,0.32,geo_recomputed,9.92,6.27,0.36,0.12,0.45,0.58,388372.0930232558,0.5,53.0,1,9
2k,17990000.0,41.5,2.0,16.0,30.0,"москва, ул. волгоградский проспект, 32/5к1",55.720114,37.690731,Угрешская,6.0,17.3,улучшенная черновая отделка,монолитные,2024.0,2.68,,unknown,,unknown,unknown,,https://msk.etagi.com/realty/884081/,raw,0.48,geo_recomputed,5.9,9.07,1.19,0.08,0.45,0.33,433493.9759036145,0.5333333333333333,2.0,1,18
2k,23500000.0,62.3,2.0,10.0,14.0,"москва, ул. сколковское шоссе, 40к2",55.700816,37.394036,Немчиновка,25.0,10.0,евроремонт,монолитные,2002.0,2.64,не угловая,"пассажирский, грузовой",40к2,двор,подземный паркинг,нет,https://msk.etagi.com/realty/886887/,raw,2.05,geo_recomputed,15.0,0.31,0.87,0.76,0.69,0.68,377207.062600321,0.7142857142857143,24.0,0,0
2k,26780000.0,55.23,2.0,23.0,24.0,"москва, ул. проезд русанова, 31",55.856689,37.639114,Свиблово,11.0,8.7,евроремонт,блочные,2016.0,2.68,,unknown,,unknown,unknown,,https://msk.etagi.com/realty/8930570/,raw,0.9,geo_recomputed,11.71,4.48,0.15,0.23,0.36,0.3,484881.4050334963,0.9583333333333334,10.0,1,9
2k,17500000.0,52.3,2.0,1.0,12.0,"москва, ул. болотниковская, 4к2",55.657271,37.613997,Варшавская,7.0,5.9,современный ремонт,панельные,1979.0,2.68,,unknown,,unknown,unknown,,https://msk.etagi.com/realty/896440/,raw,0.56,geo_recomputed,10.56,8.81,0.12,0.1,0.35,0.33,334608.0305927342,0.0833333333333333,47.0,1,5
2k,16000000.0,45.6,2.0,7.0,21.0,"9, улица лаптева, первый московский, филимонковский район, московский, москва, центральный федеральный округ, 142784, россия",55.597551,37.366314,Филатов луг,31.0,6.0,чистовая отделка,монолитные,2002.0,2.68,не угловая,"пассажирский, грузовой",9,парковка,наземный паркинг,нет,https://msk.etagi.com/realty/12507386/,geo,2.6,geo_recomputed,23.24,7.43,0.41,0.3,0.33,0.62,350877.1929824561,0.3333333333333333,24.0,0,22
2k,16650000.0,55.0,2.0,11.0,17.0,"3 к1, изваринская улица, район внуково, москва, центральный федеральный округ, 111674, россия",55.6127,37.25388,Аэропорт Внуково,27.0,10.0,косметический ремонт,панельные,1989.0,2.64,не угловая,"пассажирский, грузовой",3к1,двор,"наземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/12523709/,geo,2.27,geo_recomputed,27.47,12.51,0.75,1.03,1.01,0.54,302727.2727272727,0.6470588235294118,37.0,0,19
2k,14890000.0,57.1,2.0,1.0,17.0,"pomodoro, бачуринская улица, район коммунарка, москва, центральный федеральный округ, 142770, россия",55.572635,37.485798,Коммунарка,13.0,12.0,евроремонт,монолитные,2010.0,2.64,не угловая,"пассажирский, грузовой",1,двор,"наземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/12535752/,geo,1.12,geo_recomputed,21.56,3.07,0.25,0.23,0.53,0.32,260770.57793345008,0.0588235294117647,16.0,1,8
2k,15200000.0,52.7,2.0,3.0,5.0,"1 к9, светлый бульвар, филимонковский район, марьино, москва, центральный федеральный округ, 108815, россия",55.55139,37.33472,Аэропорт Внуково,82.0,14.0,косметический ремонт,"кирпичные, монолитно-каркасные",2002.0,2.68,не угловая,unknown,1к9,парковка,наземный паркинг,нет,https://msk.etagi.com/realty/12556548/,geo,6.8,geo_recomputed,28.45,11.93,0.69,0.87,0.47,1.59,288425.04743833013,0.6,24.0,0,22
2k,18000000.0,65.5,2.0,6.0,17.0,"22 к2, бачуринская улица, район коммунарка, москва, центральный федеральный округ, 142770, россия",55.573129,37.484352,Коммунарка,12.0,16.1,косметический ремонт,монолитные,2013.0,2.8,не угловая,"пассажирский, грузовой",22к2,двор,"наземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/12562377/,geo,1.02,geo_recomputed,21.55,3.08,0.21,0.28,0.55,0.43,274809.1603053435,0.3529411764705882,13.0,1,8
2k,13000000.0,65.0,2.0,7.0,17.0,"2, 3-й микрорайон, филимонковский район, московский, москва, центральный федеральный округ, 108811, россия",55.596793,37.343056,Аэропорт Внуково,43.0,15.0,unknown,кирпичные,2002.0,2.68,не угловая,unknown,2,детская площадка,unknown,нет,https://msk.etagi.com/realty/12583477/,geo,3.61,geo_recomputed,24.3,8.7,0.32,0.6,0.17,0.26,200000.0,0.4117647058823529,24.0,0,19
2k,15100000.0,47.03,2.0,13.0,17.0,"11, 4-я улица лесные поляны, кп «лесные поляны», газопровод, москва, центральный федеральный округ, 108814, россия",55.586583,37.463089,Прокшино,17.0,11.46,черновая отделка,монолитные,2026.0,2.68,,unknown,,unknown,unknown,,https://msk.etagi.com/realty/10368804/,geo,1.42,geo_recomputed,20.75,3.01,0.56,0.46,0.7,0.63,321071.6563895386,0.7647058823529411,0.0,0,22
2k,13750000.0,47.8,2.0,11.0,15.0,"жилой комплекс «эко бунино», посёлок подсобного хозяйства «воскресенское», район коммунарка, москва, центральный федеральный округ, 142791, россия",55.545131,37.457609,Новомосковская (Коммунарка),21.0,19.1,евроремонт,монолитно-кирпичный,2002.0,2.68,,unknown,,unknown,unknown,,https://msk.etagi.com/realty/10687378/,geo,1.77,geo_recomputed,25.07,6.61,1.3,0.61,1.29,0.74,287656.9037656904,0.7333333333333333,24.0,0,8
2k,18300000.0,55.85,2.0,5.0,17.0,"10 к1, улица мостотреста, жилой комплекс «калипсо-3», барыши, щербинка, москва, центральный федеральный округ, 142171, россия",55.513973,37.57466,Щербинка,11.0,20.7,евроремонт,сборно-монолитный железобетон,2002.0,2.7,угловая,"грузовой, пассажирский",10к1,двор,наземный паркинг,нет,https://msk.etagi.com/realty/10829885/,geo,0.93,geo_recomputed,26.61,7.03,0.36,0.3,0.96,0.07,327663.38406445837,0.2941176470588235,24.0,1,8
2k,13000000.0,45.0,2.0,9.0,9.0,"29, посёлок воскресенское, москва, центральный федеральный округ, 108803, россия",55.52966,37.445347,Новомосковская (Коммунарка),44.0,6.0,ремонт по дизайн-проекту,кирпичные,2002.0,2.68,,unknown,,unknown,unknown,,https://msk.etagi.com/realty/9979551/,geo,3.66,geo_recomputed,26.95,8.48,0.03,1.13,0.52,0.33,288888.8888888889,1.0,24.0,0,8
2k,17900000.0,53.0,2.0,2.0,5.0,"1 к4, шоссе ракитки, квартал 125, филимонковский район, марьино, москва, центральный федеральный округ, 108821, россия",55.552637,37.337172,Аэропорт Внуково,81.0,10.0,евроремонт,кирпич красный,2002.0,2.68,не угловая,unknown,1к4,парковка,парковка во дворе,нет,https://msk.etagi.com/realty/12216210/,geo,6.75,geo_recomputed,28.24,11.72,0.88,0.69,0.64,1.41,337735.8490566038,0.4,24.0,0,22
2k,17500000.0,45.1,2.0,9.0,11.0,"фасоль, 7, бульвар андрея тарковского, жк «рассказово», район внуково, москва, центральный федеральный округ, 108850, россия",55.626594,37.343919,Рассказовка,11.0,11.0,евроремонт,монолитные,2002.0,2.68,не угловая,unknown,7,парковка,наземный паркинг,нет,https://msk.etagi.com/realty/12219481/,geo,0.95,geo_recomputed,22.02,6.81,1.14,0.18,0.9,1.03,388026.60753880267,0.8181818181818182,24.0,1,19
2k,21000000.0,60.3,2.0,3.0,17.0,"1, улица самуила маршака, жк «переделкино ближнее», район внуково, москва, центральный федеральный округ, 108849, россия",55.64445,37.327982,Мичуринец,10.0,12.9,косметический ремонт,монолитные,2002.0,2.68,не угловая,unknown,1,детская площадка,unknown,нет,https://msk.etagi.com/realty/12221530/,geo,0.84,geo_recomputed,21.64,6.8,0.37,0.61,0.88,0.59,348258.7064676617,0.1764705882352941,24.0,1,19
2k,13200000.0,52.0,2.0,6.0,22.0,"3, квартал 9, деснаречье, жилой комплекс ""деснаречье"", снт «дружба», район троицк, москва, центральный федеральный округ, 108818, россия",55.532202,37.374093,Новомосковская (Коммунарка),80.0,11.4,без отделки,монолитные,2026.0,2.68,,unknown,,unknown,unknown,,https://msk.etagi.com/realty/12221737/,geo,6.7,geo_recomputed,28.78,11.17,1.93,1.76,2.0,1.57,253846.15384615384,0.2727272727272727,0.0,0,22
2k,15300000.0,37.5,2.0,11.0,17.0,"ozon, улица эдварда грига, скандинавия-центр, район коммунарка, москва, центральный федеральный округ, 108801, россия",55.5608,37.498393,Потапово,12.0,15.6,чистовая отделка,монолитно-кирпичный,2025.0,2.68,не угловая,unknown,7,детская площадка,unknown,нет,https://msk.etagi.com/realty/12230184/,geo,1.03,geo_recomputed,22.52,3.89,0.42,0.17,0.72,0.39,408000.0,0.6470588235294118,1.0,1,8
2k,15450000.0,41.0,2.0,6.0,17.0,"7 к3, проектируемый проезд № 7047, посёлок подсобного хозяйства «воскресенское», район коммунарка, москва, центральный федеральный округ, 108801, россия",55.540954,37.478783,Потапово,18.0,5.1,косметический ремонт,монолитные,2002.0,2.68,не угловая,unknown,7к3,двор,"подземный паркинг, наземный паркинг",нет,https://msk.etagi.com/realty/12232085/,geo,1.5,geo_recomputed,25.01,6.4,0.19,0.23,0.36,0.76,376829.26829268294,0.3529411764705882,24.0,0,8
2k,24500000.0,63.7,2.0,14.0,17.0,"ozon, улица эдварда грига, скандинавия-центр, район коммунарка, москва, центральный федеральный округ, 108801, россия",55.5608,37.498393,Потапово,12.0,8.2,евроремонт,монолитно-кирпичный,2025.0,3.1,не угловая,unknown,7,детская площадка,unknown,нет,https://msk.etagi.com/realty/12234906/,geo,1.03,geo_recomputed,22.52,3.89,0.42,0.17,0.72,0.39,384615.3846153846,0.8235294117647058,1.0,1,8
2k,21500000.0,60.7,2.0,18.0,24.0,"ozon, 6 к1, саларьевская улица, жк «саларьево парк», район коммунарка, москва, центральный федеральный округ, 142784, россия",55.613026,37.413295,Саларьево,15.0,22.6,евроремонт,панельные,2025.0,2.72,не угловая,unknown,68.4,двор,"подземный паркинг, наземный паркинг",нет,https://msk.etagi.com/realty/12305040/,geo,1.27,geo_recomputed,20.01,4.01,0.13,0.15,0.49,1.3,354200.98846787476,0.75,1.0,1,22
2k,15000000.0,49.5,2.0,6.0,17.0,"коммунарское шоссе, мамыри, район коммунарка, москва, центральный федеральный округ, 142770, россия",55.590847,37.48279,Корниловская,12.0,10.0,без отделки,монолитно-кирпичный,2002.0,3.0,не угловая,unknown,,двор,"подземный паркинг, гостевой паркинг, наземный паркинг",нет,https://msk.etagi.com/realty/11758189/,geo,0.97,geo_recomputed,19.78,1.72,1.38,1.01,1.48,1.11,303030.30303030304,0.3529411764705882,24.0,1,8
2k,14500000.0,41.0,2.0,5.0,26.0,"18.1, проектируемый проезд № 816, район коммунарка, москва, центральный федеральный округ, 117041, россия",55.557425,37.513163,Потапово,18.0,15.7,без отделки,монолитно-кирпичный,2002.0,2.68,не угловая,unknown,18.1.1,детская площадка,unknown,нет,https://msk.etagi.com/realty/11764579/,geo,1.5,geo_recomputed,22.59,3.87,0.31,0.46,0.22,1.12,353658.53658536583,0.1923076923076923,24.0,0,8
2k,17000000.0,54.0,2.0,3.0,17.0,"жилой комплекс ""бунинские кварталы"", посёлок подсобного хозяйства «воскресенское», район коммунарка, москва, центральный федеральный округ, 108803, россия",55.536894,37.472836,Потапово,25.0,11.7,черновая отделка,монолитно-кирпичный,2025.0,2.8,не угловая,unknown,9.1,двор,подземный паркинг,нет,https://msk.etagi.com/realty/11779257/,geo,2.08,geo_recomputed,25.56,6.97,0.76,0.63,0.87,0.84,314814.81481481483,0.1764705882352941,1.0,0,8
2k,11800000.0,37.1,2.0,14.0,25.0,"11 к1, проектируемый проезд № 7047, район коммунарка, москва, центральный федеральный округ, 108803, россия",55.538906,37.47395,Потапово,22.0,18.0,без отделки,монолитно-кирпичный,2024.0,2.68,не угловая,unknown,7.2,детская площадка,unknown,нет,https://msk.etagi.com/realty/11859769/,geo,1.86,geo_recomputed,25.33,6.73,0.57,0.58,0.64,1.03,318059.2991913746,0.56,2.0,0,8
2k,13350000.0,37.6,2.0,3.0,16.0,"додо пицца, 1вк1, квартал 160, район коммунарка, москва, центральный федеральный округ, 108814, россия",55.554089,37.474516,Новомосковская (Коммунарка),9.0,7.0,без отделки,монолитные,2025.0,2.95,не угловая,unknown,1в,двор,подземный паркинг,нет,https://msk.etagi.com/realty/11873608/,geo,0.73,geo_recomputed,23.74,5.21,0.56,0.4,1.11,0.79,355053.1914893617,0.1875,1.0,1,8
2k,19000000.0,56.1,2.0,3.0,9.0,"чижик, 5 к3, скандинавский бульвар, скандинавия, район коммунарка, москва, центральный федеральный округ, 108801, россия",55.56588,37.500944,Потапово,19.0,16.0,unknown,монолитный железобетонный каркас,2002.0,2.68,не угловая,unknown,5к3,двор,гостевой паркинг,нет,https://msk.etagi.com/realty/11894813/,geo,1.61,geo_recomputed,21.93,3.3,0.31,0.39,0.19,0.2,338680.92691622104,0.3333333333333333,24.0,0,8
2k,14500000.0,50.9,2.0,13.0,17.0,"коммунарское шоссе, мамыри, район коммунарка, москва, центральный федеральный округ, 142770, россия",55.590847,37.48279,Корниловская,12.0,10.0,черновая отделка,монолитно-кирпичный,2002.0,2.68,,unknown,,unknown,unknown,,https://msk.etagi.com/realty/5862209/,geo,0.97,geo_recomputed,19.78,1.72,1.38,1.01,1.48,1.11,284872.2986247544,0.7647058823529411,24.0,1,8
2k,19900000.0,66.3,2.0,5.0,25.0,"220 вольт, 16 к3, саларьевская улица, жк «саларьево парк», район коммунарка, москва, центральный федеральный округ, 108811, россия",55.61688,37.407304,Саларьево,15.0,14.7,евроремонт,железо-бетон,2002.0,2.68,не угловая,unknown,16к3,двор,"наземный паркинг, подземный паркинг",нет,https://msk.etagi.com/realty/7651787/,geo,1.23,geo_recomputed,19.92,4.09,0.19,0.22,0.16,1.0,300150.8295625943,0.2,24.0,1,22
2k,14200000.0,38.0,2.0,7.0,15.0,"продается уютная 2-комнатная квартира в современном жилом комплексе по адресу: москва, сосенское поселение, улица василия ощепкова, 1. общая площадь квартиры составляет 38 кв. м, жилая площадь — 25 кв. м, кухня — 9 кв. м. квартира расположена на 7-м этаже 15-этажного монолитного дома, построенного в 2020 году. высокие потолки 2.8 метра создают ощущение простора, а окна выходят на улицу, обеспечивая хорошую освещенность.",55.55389,37.463933,Новомосковская (Коммунарка),9.0,9.0,евроремонт,монолитные,2002.0,2.68,не угловая,unknown,1,двор,"подземный паркинг, гостевой паркинг",нет,https://msk.etagi.com/realty/8903799/,raw,0.72,geo_recomputed,24.02,5.57,0.29,0.15,1.38,1.11,373684.2105263158,0.4666666666666667,24.0,1,8
3k,55000000.0,84.0,3.0,2.0,7.0,"москва, ул. тверская, 6с1",55.760256,37.611446,Охотный ряд,5.0,8.0,косметический ремонт,кирпичные,1940.0,3.1,не угловая,unknown,6с1,двор,наземный паркинг,нет,https://msk.etagi.com/realty/10374321/,raw,0.41,geo_recomputed,0.93,14.49,0.22,0.75,0.2,0.17,654761.9047619047,0.2857142857142857,86.0,1,1
3k,52000000.0,100.9,3.0,10.0,19.0,"москва, ул. мельникова, 3к6",55.725245,37.677238,Волгоградский проспект,6.0,11.7,unknown,монолитно-каркасные,2013.0,2.8,не угловая,"пассажирский, грузовой",3к6,двор,"наземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/12399187/,raw,0.5,geo_recomputed,4.89,10.04,0.25,0.44,0.33,0.3,515361.7443012884,0.5263157894736842,13.0,1,20
3k,31000000.0,73.0,3.0,35.0,61.0,"7 c3, южнопортовая улица, район печатники, москва, центральный федеральный округ, 115193, россия",55.705828,37.69366,Кожуховская,6.0,20.0,без отделки,монолитно-кирпичный,2025.0,2.85,не угловая,unknown,1,двор,"наземный паркинг, подземный паркинг, гостевой паркинг",нет,https://msk.etagi.com/realty/12477576/,geo,0.52,geo_recomputed,7.1,8.6,0.8,0.72,0.5,0.19,424657.5342465753,0.5737704918032787,1.0,1,18
3k,17999958.0,56.0,3.0,7.0,9.0,"москва, ул. сталеваров, 10к1 (23 км до центра)",55.763478,37.838854,Реутов,21.0,7.0,косметический ремонт,панельные,1972.0,2.68,не угловая,пассажирский,10к1,двор,наземный паркинг,нет,https://msk.etagi.com/realty/12631257/,raw,1.71,geo_recomputed,14.02,0.24,0.08,0.23,0.44,0.31,321427.8214285714,0.7777777777777778,54.0,0,24
3k,33000000.0,82.5,3.0,3.0,13.0,"москва, ул. перовская, 66к8",55.743907,37.805769,Новогиреево,9.0,9.0,косметический ремонт,панельные,2013.0,2.64,не угловая,"пассажирский, грузовой",66к8,двор,"наземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/12634605/,raw,0.79,geo_recomputed,11.94,2.25,0.17,0.08,0.68,0.24,400000.0,0.2307692307692307,13.0,1,24
