source_group,price,area_total,rooms,floor,floors_total,address,latitude,longitude,metro,metro_walk_min,kitchen_area,renovation,walls,build_year,ceiling_height,floor_position,elevator,house_number,yard,parking,playground,link,address_source,metro_distance_km,metro_source,distance_to_center_km,distance_to_mkad_km,distance_to_school_km,distance_to_kindergarten_km,distance_to_clinic_km,distance_to_mall_km,price_per_m2,floor_ratio,house_age,has_metro_near,geo_generation_cluster,is_synthetic,generation_method,parent_geo_cluster
studio,11600594.611547817,22.88957330211758,0,14,25,"проектируемый проезд № 8207, Жилой комплекс «Люблинский парк», район Люблино, Москва, Центральный федеральный округ, 109382, Россия",55.665035957038334,37.73160095834579,Депо,13,4.857608627004349,косметический ремонт,монолитные,2002,2.68,не угловая,"пассажирский, грузовой",,двор,"наземный паркинг, подземный паркинг, гостевой паркинг",нет,synthetic,geo,1.04,geo_recomputed,12.11,5.97,0.65,0.04,1.14,0.63,506806.9403668006,0.56,24.0,1,17,1,geo_cluster_bootstrap_mixup_tail_v3,17
1k,15038665.895277712,33.06190887221917,1,3,9,"31, Ореховый бульвар, район Зябликово, Москва, Центральный федеральный округ, 115573, Россия",55.61447768868158,37.7333713219605,Красногвардейская,7,9.112310475533056,косметический ремонт,панельные,2002,2.64,не угловая,грузовой,,двор,наземный паркинг,нет,synthetic,geo,0.59,geo_recomputed,17.0,1.87,0.08,0.36,0.25,0.25,454863.8118083438,0.3333333333333333,24.0,1,17,1,geo_cluster_bootstrap_mixup_tail_v3,17
all,15392631.2230633,42.25442211434698,2,4,9,"41, Ореховый бульвар, район Зябликово, Москва, Центральный федеральный округ, 115583, Россия",55.61510831732828,37.7409201927632,Красногвардейская,2,5.975512416474122,косметический ремонт,панельные,1981,2.68,не угловая,unknown,,unknown,unknown,нет,synthetic,geo,0.16,geo_recomputed,17.15,1.59,0.27,0.09,0.4,0.09,364284.50450484134,0.4444444444444444,45.0,1,17,1,geo_cluster_bootstrap_mixup_tail_v3,17
all-brateevo,18279402.37072721,58.22812372138977,2,16,17,"10 к1, Братеевская улица, район Братеево, Москва, Центральный федеральный округ, 115612, Россия",55.6329396338865,37.76012930921911,Алма-Атинская,4,10.629598702691608,современный ремонт,панельные,2002,2.64,не угловая,unknown,,unknown,unknown,нет,synthetic,geo,0.35,geo_recomputed,16.06,2.17,0.12,0.14,1.06,0.3,313927.3808338835,0.9411764705882352,24.0,1,17,1,geo_cluster_bootstrap_mixup_tail_v3,17
all,24385579.913861483,71.99205233299065,3,2,18,"Детский сад №2470, улица Борисовские Пруды, район Москворечье-Сабурово, Москва, Центральный федеральный округ, 115211, Россия",55.63730608538592,37.72297724533946,Борисово,17,9.889591147114654,евроремонт,панели железобетонные,2002,2.68,не угловая,unknown,,детская площадка,unknown,нет,synthetic,geo,1.38,geo_recomputed,14.44,4.15,0.15,0.07,1.06,0.52,338725.9999349496,0.1111111111111111,24.0,0,17,1,geo_cluster_bootstrap_mixup_tail_v3,17
2k,14634745.869052948,53.16347194228442,2,8,11,"Шалман, Луговой проезд, район Марьино, Москва, Центральный федеральный округ, 109652, Россия",55.646883460988754,37.75438470932934,Марьино,8,6.471401744408421,требует ремонта / частичный ремонт,панельные,1983,2.8,не угловая,"пассажирский, грузовой",,двор,наземный паркинг,нет,synthetic,geo,0.71,geo_recomputed,14.59,3.54,0.21,0.16,0.12,0.08,275278.21894214867,0.7272727272727273,43.0,1,17,1,geo_cluster_bootstrap_mixup_tail_v3,17
1k,18047588.228728533,37.50893723834906,1,5,18,"Красное&Белое, 34 к1, Донецкая улица, район Марьино, Москва, Центральный федеральный округ, 109651, Россия",55.6453066537634,37.70357367482721,Курьяново,6,9.421979464979056,евроремонт,монолитные,2002,2.68,не угловая,"пассажирский, грузовой",,двор,"наземный паркинг, гостевой паркинг",есть,synthetic,geo,0.51,geo_recomputed,13.1,5.64,0.72,0.56,0.67,0.4,481154.347670419,0.2777777777777778,24.0,1,17,1,geo_cluster_bootstrap_mixup_tail_v3,17
all-brateevo,4686018.986096561,13.556237701291776,2,2,14,"25 к3, Братеевская улица, район Братеево, Москва, Центральный федеральный округ, 115612, Россия",55.634124595789075,37.75324609468743,Борисово,8,8.133742620775065,косметический ремонт,панельные,1985,2.68,не угловая,unknown,,unknown,unknown,нет,synthetic,geo,0.65,geo_recomputed,15.71,2.57,0.33,0.17,0.67,0.09,345672.53019250534,0.1428571428571428,41.0,1,17,1,geo_cluster_bootstrap_mixup_tail_v3,17
all-brateevo,4243167.195953402,11.984726548972317,2,2,14,"25 к3, Братеевская улица, район Братеево, Москва, Центральный федеральный округ, 115612, Россия",55.63404909550715,37.75323330635953,Борисово,8,7.190835929383389,косметический ремонт,панельные,1985,2.68,не угловая,unknown,,unknown,unknown,нет,synthetic,geo,0.64,geo_recomputed,15.72,2.56,0.33,0.17,0.67,0.09,354047.89409377484,0.1428571428571428,41.0,1,17,1,geo_cluster_bootstrap_mixup_tail_v3,17
all,24408992.308342416,73.68557741874422,3,14,17,"31 к3, Братиславская улица, район Марьино, Москва, Центральный федеральный округ, 109469, Россия",55.65258120336563,37.76896568636345,Братиславская,18,9.869796223513212,современный ремонт,панельные,2002,2.7,не угловая,unknown,,unknown,unknown,нет,synthetic,geo,1.46,geo_recomputed,14.66,3.28,0.25,0.16,0.21,0.31,331258.7505371605,0.8235294117647058,24.0,0,17,1,geo_cluster_bootstrap_mixup_tail_v3,17
all,14029495.557771036,50.20851558904553,2,5,14,"10, Мариупольская улица, район Люблино, Москва, Центральный федеральный округ, 109382, Россия",55.67484423138295,37.745442583860616,Люблино,12,8.994173984421224,косметический ремонт,кирпичные,1998,2.68,не угловая,unknown,,unknown,unknown,нет,synthetic,geo,1.03,geo_recomputed,11.84,5.5,0.25,0.1,0.52,0.18,279424.6233567595,0.3571428571428571,28.0,1,17,1,geo_cluster_bootstrap_mixup_tail_v3,17
all,16319221.097171022,59.47653013763048,3,7,9,"6А, Ясеневая улица, район Орехово-Борисово Южное, Москва, Центральный федеральный округ, 111116, Россия",55.60020653069223,37.71682172284456,Домодедовская,13,7.927569554746624,косметический ремонт,панельные,1983,2.64,не угловая,"пассажирский, грузовой",,двор,"наземный паркинг, гостевой паркинг",есть,synthetic,geo,1.1,geo_recomputed,18.05,1.21,0.21,0.19,0.44,0.2,274380.853412394,0.7777777777777778,43.0,1,17,1,geo_cluster_bootstrap_mixup_tail_v3,17
2k,14187185.048318846,49.12010259088576,2,7,12,"Луговой проезд, район Марьино, Москва, Центральный федеральный округ, 109652, Россия",55.64724130544644,37.75434092340143,Марьино,8,5.908182559885921,требует ремонта / частичный ремонт,панельные,1958,2.74,не угловая,"пассажирский, грузовой",,двор,наземный паркинг,нет,synthetic,geo,0.69,geo_recomputed,14.55,3.58,0.18,0.18,0.13,0.12,288826.4539364232,0.5833333333333334,68.0,1,17,1,geo_cluster_bootstrap_mixup_tail_v3,17
1k,16140973.01201498,41.80994187260072,1,10,23,"проектируемый проезд № 8201, Жилой комплекс «Люблинский парк», район Люблино, Москва, Центральный федеральный округ, 109382, Россия",55.66313637006353,37.73007051713888,Перерва,11,10.706653886785306,евроремонт,панельные,2020,2.71,не угловая,"пассажирский, грузовой",,двор,подземный паркинг,нет,synthetic,geo,0.9,geo_recomputed,12.23,5.9,0.41,0.21,1.12,0.51,386055.8587045688,0.4347826086956521,6.0,1,17,1,geo_cluster_bootstrap_mixup_tail_v3,17
all,41849776.25258253,80.34688831450025,4,4,29,"Ореховый бульвар, район Зябликово, Москва, Центральный федеральный округ, 115597, Россия",55.61318909292448,37.749392852886224,Зябликово,4,18.62518251913837,современный ремонт,монолитные,1976,2.8,не угловая,unknown,,unknown,unknown,нет,synthetic,geo,0.29,geo_recomputed,17.59,1.07,0.42,0.27,0.25,0.17,520863.684089056,0.1379310344827586,50.0,1,17,1,geo_cluster_bootstrap_mixup_tail_v3,17
all,28897632.118247747,70.08680233635012,2,3,16,"Совхозная улица, район Люблино, Москва, Центральный федеральный округ, 109387, Россия",55.667449348309944,37.74318464761601,Братиславская,12,13.26997612325206,ремонт по дизайн-проекту,монолитные,1995,2.75,не угловая,"пассажирский, грузовой",,двор,"наземный паркинг, подземный паркинг",есть,synthetic,geo,1.01,geo_recomputed,12.36,5.59,0.23,0.16,0.66,0.21,412312.0352897047,0.1875,31.0,1,17,1,geo_cluster_bootstrap_mixup_tail_v3,17
all,16830622.88855257,48.91783158956812,2,4,5,"Батюнинская улица, Курьяново, район Печатники, Москва, Центральный федеральный округ, 109235, Россия",55.65759360234013,37.70605137418064,Перерва,9,6.14770467265026,косметический ремонт,панели железобетонные,1981,2.68,не угловая,unknown,,unknown,unknown,нет,synthetic,geo,0.73,geo_recomputed,11.95,6.51,0.25,0.1,1.44,0.15,344059.05457472795,0.8,45.0,1,17,1,geo_cluster_bootstrap_mixup_tail_v3,17
1k,14969335.902373714,39.81068572217903,1,1,1,"Новомарьинская улица, район Марьино, Москва, Центральный федеральный округ, 109341, Россия",55.652587792164525,37.74694804033616,Марьино,5,8.880461838414172,современный ремонт,панельные,2018,2.7,не угловая,unknown,,парковка,наземный паркинг,нет,synthetic,geo,0.43,geo_recomputed,13.8,4.33,0.2,0.09,0.11,0.2,376013.013361237,1.0,8.0,1,17,1,geo_cluster_bootstrap_mixup_tail_v3,17
all-brateevo,19858021.51994832,57.90553538498624,2,17,17,"Братеевская улица, район Братеево, Москва, Центральный федеральный округ, 115408, Россия",55.63360438467114,37.76250250490481,Алма-Атинская,2,10.389292338038238,современный ремонт,панельные,1997,2.68,не угловая,unknown,,unknown,unknown,нет,synthetic,geo,0.2,geo_recomputed,16.08,2.12,0.28,0.23,0.93,0.24,342938.2249541745,1.0,29.0,1,17,1,geo_cluster_bootstrap_mixup_tail_v3,17
all-maryino,14549103.34009778,39.47405908785033,1,4,13,"Детский сад №2101, 57, Батайский проезд, район Марьино, Москва, Центральный федеральный округ, 109144, Россия",55.64482259260513,37.739456118232795,Марьино,7,9.4049751422619,косметический ремонт,панельные,1992,2.64,не угловая,"пассажирский, грузовой",,двор,наземный паркинг,есть,synthetic,geo,0.56,geo_recomputed,14.24,4.03,0.17,0.05,0.05,0.19,368573.78431031,0.3076923076923077,34.0,1,17,1,geo_cluster_bootstrap_mixup_tail_v3,17
1k,15352575.245147226,31.999092596626376,1,3,10,"Ореховый бульвар, район Орехово-Борисово Южное, Москва, Центральный федеральный округ, 115551, Россия",55.60918942310494,37.71407032693243,Домодедовская,3,8.776771329772659,косметический ремонт,панельные,2002,2.68,не угловая,грузовой,,двор,наземный паркинг,есть,synthetic,geo,0.22,geo_recomputed,17.06,2.12,0.26,0.13,0.38,0.16,479781.581267896,0.3,24.0,1,17,1,geo_cluster_bootstrap_mixup_tail_v3,17
all-pechatniki,9727793.349242972,21.86013650215495,0,3,23,"90Б к2, Шоссейная улица, Курьяново, район Печатники, Москва, Центральный федеральный округ, 109383, Россия",55.66498827321113,37.71588014859903,Перерва,6,6.069712914242012,без отделки,монолитный железобетонный каркас,2004,2.68,не угловая,unknown,,детская площадка,unknown,нет,synthetic,geo,0.47,geo_recomputed,11.55,6.68,0.67,0.81,1.54,0.54,445001.4915636055,0.1304347826086956,22.0,1,17,1,geo_cluster_bootstrap_mixup_tail_v3,17
all,8178126.527812111,16.757655572866263,0,14,26,"проектируемый проезд № 8207, Жилой комплекс «Люблинский парк», район Люблино, Москва, Центральный федеральный округ, 109382, Россия",55.66661091960476,37.73380923422508,Депо,11,4.4840993080722145,косметический ремонт,монолитные,1981,2.8,не угловая,"пассажирский, грузовой",,двор,"наземный паркинг, подземный паркинг, гостевой паркинг, парковка во дворе",нет,synthetic,geo,0.91,geo_recomputed,12.06,5.97,0.8,0.24,1.15,0.55,488023.30924225505,0.5384615384615384,45.0,1,17,1,geo_cluster_bootstrap_mixup_tail_v3,17
all,14602015.955760892,32.61595870572308,1,15,25,"проектируемый проезд № 8201, Жилой комплекс «Люблинский парк», район Люблино, Москва, Центральный федеральный округ, 109382, Россия",55.66122387717518,37.72607190534598,Перерва,7,11.073019486559284,без отделки,монолитные,1992,2.7,не угловая,unknown,,двор,"подземный паркинг, наземный паркинг",нет,synthetic,geo,0.62,geo_recomputed,12.26,5.93,0.14,0.12,1.26,0.32,447695.4391409226,0.6,34.0,1,17,1,geo_cluster_bootstrap_mixup_tail_v3,17
1k,14697081.823757596,41.63590991647477,1,11,25,"Академия тела, проектируемый проезд № 8201, Жилой комплекс «Люблинский парк», район Люблино, Москва, Центральный федеральный округ, 109382, Россия",55.66353825686726,37.73049363654982,Перерва,11,10.024154519211576,евроремонт,панельные,2002,2.68,не угловая,"пассажирский, грузовой",,двор,подземный паркинг,нет,synthetic,geo,0.94,geo_recomputed,12.21,5.91,0.47,0.16,1.11,0.53,352990.52796591236,0.44,24.0,1,17,1,geo_cluster_bootstrap_mixup_tail_v3,17
all,17415057.220095053,41.72816953025219,2,17,30,"Новочеркасский бульвар, район Марьино, Москва, Центральный федеральный округ, 109651, Россия",55.6452586280671,37.72581906519798,Марьино,15,14.969761559084745,черновая отделка,панельные,1958,2.67,не угловая,unknown,,двор,"наземный паркинг, гостевой паркинг",нет,synthetic,geo,1.21,geo_recomputed,13.75,4.66,0.38,0.04,0.66,0.18,417345.34287370177,0.5666666666666667,68.0,1,17,1,geo_cluster_bootstrap_mixup_tail_v3,17
all,15883919.13700042,44.77648919765467,2,4,9,"Детский сад-начальная школа Премьер, 42 к2, улица Мусы Джалиля, район Зябликово, Москва, Центральный федеральный округ, 115597, Россия",55.615327832026146,37.740668908562576,Красногвардейская,2,5.959880710773636,косметический ремонт,панельные,1983,2.68,не угловая,unknown,,unknown,unknown,нет,synthetic,geo,0.19,geo_recomputed,17.12,1.62,0.25,0.06,0.38,0.12,354737.93103529874,0.4444444444444444,43.0,1,17,1,geo_cluster_bootstrap_mixup_tail_v3,17
all,19609842.423413295,55.38628950305405,2,12,14,"Совхозная улица, район Люблино, Москва, Центральный федеральный округ, 109338, Россия",55.669741646171495,37.75256283046203,Люблино,11,11.779126587097046,косметический ремонт,панельные,2002,2.64,не угловая,unknown,,unknown,unknown,нет,synthetic,geo,0.95,geo_recomputed,12.56,5.19,0.31,0.1,0.41,0.22,354055.8972149956,0.8571428571428571,24.0,1,17,1,geo_cluster_bootstrap_mixup_tail_v3,17
1k,16170344.004404128,40.66246834717043,1,3,4,"5 к1, Новомарьинская улица, район Марьино, Москва, Центральный федеральный округ, 121354, Россия",55.65205841002103,37.74835271770046,Марьино,5,9.144549556777095,современный ремонт,панельные,1976,2.69,не угловая,unknown,,парковка,наземный паркинг,нет,synthetic,geo,0.43,geo_recomputed,13.9,4.22,0.19,0.15,0.1,0.12,397672.4646016077,0.75,50.0,1,17,1,geo_cluster_bootstrap_mixup_tail_v3,17
all,8411668.366635611,29.899329654959818,0,1,6,"улица Нижние Поля, район Марьино, Москва, Центральный федеральный округ, 109382, Россия",55.65311671441905,37.72183773376019,Перерва,11,5.792059307595999,евроремонт,панельные,1979,2.68,не угловая,unknown,,двор,"наземный паркинг, гостевой паркинг",нет,synthetic,geo,0.92,geo_recomputed,12.87,5.46,0.37,0.25,0.67,0.07,281333.0085893832,0.1666666666666666,47.0,1,17,1,geo_cluster_bootstrap_mixup_tail_v3,17
3k,25591230.177013647,78.86195671380551,3,13,17,"улица Верхние Поля, район Марьино, Москва, Центральный федеральный округ, 109559, Россия",55.66667356417173,37.77525304457674,Люблино,17,10.06145948013,косметический ремонт,другое,1975,2.64,не угловая,unknown,,парковка,наземный паркинг,нет,synthetic,geo,1.4,geo_recomputed,13.8,3.87,0.14,0.19,0.42,0.15,324506.660034897,0.7647058823529411,51.0,0,17,1,geo_cluster_bootstrap_mixup_tail_v3,17
all,8058521.719381729,31.14814489230311,0,1,5,"Hotapart, улица Перерва, район Марьино, Москва, Центральный федеральный округ, 109651, Россия",55.651412207890026,37.72309161509186,Перерва,14,5.921025373816903,евроремонт,панельные,2002,2.68,не угловая,unknown,,двор,"наземный паркинг, гостевой паркинг",нет,synthetic,geo,1.13,geo_recomputed,13.08,5.27,0.25,0.1,0.53,0.07,258715.94431208124,0.2,24.0,1,17,1,geo_cluster_bootstrap_mixup_tail_v3,17
1k,12697969.712089833,38.63036740707167,1,13,21,"Новочеркасский бульвар, район Марьино, Москва, Центральный федеральный округ, 109144, Россия",55.64538576743992,37.7360408468013,Марьино,8,10.365822735767756,косметический ремонт,панельные,2024,2.66,не угловая,"пассажирский, грузовой",,двор,unknown,есть,synthetic,geo,0.64,geo_recomputed,14.07,4.22,0.14,0.2,0.18,0.09,328704.3474964554,0.6190476190476191,2.0,1,17,1,geo_cluster_bootstrap_mixup_tail_v3,17
all-maryino,14476530.939702649,38.65735604372302,1,4,14,"Детский сад №2101, 57, Батайский проезд, район Марьино, Москва, Центральный федеральный округ, 109144, Россия",55.644751836359575,37.73964090681173,Марьино,7,8.832428925396417,косметический ремонт,панельные,1974,2.7,не угловая,"пассажирский, грузовой",,двор,наземный паркинг,есть,synthetic,geo,0.56,geo_recomputed,14.25,4.01,0.17,0.04,0.07,0.19,374483.2140958919,0.2857142857142857,52.0,1,17,1,geo_cluster_bootstrap_mixup_tail_v3,17
2k,19535757.96732616,41.802472115451614,2,9,30,"Строймаркет, 30 к2, Донецкая улица, район Марьино, Москва, Центральный федеральный округ, 109651, Россия",55.646074174333336,37.70470708421763,Курьяново,5,9.23791822779774,unknown,монолитные,2001,2.68,не угловая,"пассажирский, грузовой, пассажирский и грузовой",,двор,"наземный паркинг, подземный паркинг, гостевой паркинг",есть,synthetic,geo,0.45,geo_recomputed,13.05,5.65,0.75,0.51,0.6,0.39,467334.99189645005,0.3,25.0,1,17,1,geo_cluster_bootstrap_mixup_tail_v3,17
2k,20849032.81856792,53.19547251198673,2,13,42,"1 с10, улица Борисовские Пруды, район Москворечье-Сабурово, Москва, Центральный федеральный округ, 115211, Россия",55.63728246652942,37.70750583717015,Москворечье,14,18.877718694782704,без отделки,монолитно-каркасные,1981,2.64,не угловая,unknown,,unknown,unknown,нет,synthetic,geo,1.2,geo_recomputed,14.02,4.83,0.66,0.48,0.75,0.24,391932.46782176686,0.3095238095238095,45.0,1,17,1,geo_cluster_bootstrap_mixup_tail_v3,17
all,21040097.551700253,51.11663931610243,2,14,17,"улица Городянка, район Зябликово, Москва, Центральный федеральный округ, 115408, Россия",55.62734064817413,37.72865078920883,Борисово,13,9.186397228274975,косметический ремонт,панели железобетонные,2002,2.64,не угловая,unknown,,детская площадка,unknown,нет,synthetic,geo,1.09,geo_recomputed,15.59,3.11,0.32,0.22,0.34,0.26,411609.56262381544,0.8235294117647058,24.0,1,17,1,geo_cluster_bootstrap_mixup_tail_v3,17
all,17605270.919384267,33.819434195179305,2,40,41,"1 с10, улица Борисовские Пруды, район Москворечье-Сабурово, Москва, Центральный федеральный округ, 115211, Россия",55.638457929240545,37.70771152766508,Москворечье,14,17.875731935796846,черновая отделка,монолитно-кирпичный,1977,2.64,не угловая,unknown,,unknown,unknown,нет,synthetic,geo,1.17,geo_recomputed,13.9,4.91,0.68,0.48,0.77,0.33,520566.690080633,0.975609756097561,49.0,1,17,1,geo_cluster_bootstrap_mixup_tail_v3,17
all,39439277.348127425,70.12304036359022,4,5,31,"Авито, 24 к3, Ореховый бульвар, район Зябликово, Москва, Центральный федеральный округ, 115580, Россия",55.61270765038857,37.74987451010966,Зябликово,4,18.021041688283848,современный ремонт,монолитные,2002,2.68,не угловая,unknown,,unknown,unknown,нет,synthetic,geo,0.3,geo_recomputed,17.65,1.01,0.43,0.32,0.31,0.15,562429.6542710285,0.1612903225806451,24.0,1,17,1,geo_cluster_bootstrap_mixup_tail_v3,17
all,23840692.889047552,78.1337230971114,3,13,16,"Братиславская улица, район Марьино, Москва, Центральный федеральный округ, 109469, Россия",55.65302234338169,37.76914035123305,Братиславская,17,10.03001350084281,современный ремонт,панельные,2002,2.64,не угловая,unknown,,unknown,unknown,нет,synthetic,geo,1.45,geo_recomputed,14.63,3.3,0.21,0.11,0.16,0.36,305126.7998507669,0.8125,24.0,0,17,1,geo_cluster_bootstrap_mixup_tail_v3,17
all,28833344.68450108,75.21023826160955,2,3,16,"Пятёрочка, 8Б, Совхозная улица, район Люблино, Москва, Центральный федеральный округ, 109382, Россия",55.67055094013958,37.75087574503606,Люблино,11,14.15603350363206,ремонт по дизайн-проекту,монолитные,2022,2.64,не угловая,"пассажирский, грузовой",,двор,"наземный паркинг, подземный паркинг",есть,synthetic,geo,0.95,geo_recomputed,12.42,5.27,0.18,0.07,0.52,0.21,383369.9420577268,0.1875,4.0,1,17,1,geo_cluster_bootstrap_mixup_tail_v3,17
studio,9417933.215656688,18.835728776293234,0,2,29,"улица Борисовские Пруды, район Москворечье-Сабурово, Москва, Центральный федеральный округ, 115211, Россия",55.63673121963765,37.7064999742597,Москворечье,14,4.567956740703481,без отделки,панельные,1976,2.64,не угловая,unknown,,unknown,unknown,нет,synthetic,geo,1.16,geo_recomputed,14.05,4.83,0.68,0.45,0.69,0.15,500003.6540932867,0.0689655172413793,50.0,1,17,1,geo_cluster_bootstrap_mixup_tail_v3,17
all,25410217.879795995,56.66676513142024,2,12,24,"78 к3, Каширское шоссе, район Москворечье-Сабурово, Москва, Центральный федеральный округ, 115409, Россия",55.6403437919954,37.68067295653368,Москворечье,7,19.6905444449924,ремонт по дизайн-проекту,монолитно-кирпичный,2026,2.68,не угловая,"пассажирский, грузовой",,двор,наземный паркинг,нет,synthetic,geo,0.58,geo_recomputed,13.09,6.16,0.39,0.24,0.29,0.13,448414.8304718861,0.5,0.0,1,17,1,geo_cluster_bootstrap_mixup_tail_v3,17
all,25899841.19425349,75.03582076361677,3,2,18,"улица Борисовские Пруды, район Москворечье-Сабурово, Москва, Центральный федеральный округ, 115211, Россия",55.63804785057834,37.724478011025894,Борисово,16,9.991739528226546,евроремонт,панели железобетонные,2019,2.68,не угловая,unknown,,детская площадка,unknown,нет,synthetic,geo,1.33,geo_recomputed,14.41,4.14,0.25,0.2,1.05,0.63,345166.3609550568,0.1111111111111111,7.0,0,17,1,geo_cluster_bootstrap_mixup_tail_v3,17
1k,14695728.66469417,41.06590599779413,1,5,6,"МГТС, 4, Домодедовская улица, район Орехово-Борисово Северное, Москва, Центральный федеральный округ, 115569, Россия",55.61585429086864,37.703326902888165,Орехово,7,9.91241895144424,unknown,монолитные,2020,2.64,не угловая,пассажирский,,двор,unknown,нет,synthetic,geo,0.62,geo_recomputed,16.13,3.12,0.36,0.13,0.39,0.26,357857.1641761308,0.8333333333333334,6.0,1,17,1,geo_cluster_bootstrap_mixup_tail_v3,17
1k,10416152.189672584,30.780073332478857,1,2,9,"40, улица Перерва, район Марьино, Москва, Центральный федеральный округ, 109369, Россия",55.65349694621788,37.73749421651777,Марьино,8,6.784067814951207,косметический ремонт,панели железобетонные,2002,2.64,не угловая,"пассажирский, грузовой",,детская площадка,наземный паркинг,нет,synthetic,geo,0.63,geo_recomputed,13.37,4.81,0.24,0.08,0.34,0.22,338405.6976460012,0.2222222222222222,24.0,1,17,1,geo_cluster_bootstrap_mixup_tail_v3,17
all,12988452.941512106,33.63191036132716,1,9,10,"Школа №585, 8 к2, Ясеневая улица, район Орехово-Борисово Южное, Москва, Центральный федеральный округ, 115191, Россия",55.59924194430125,37.719759833391656,Домодедовская,15,8.811861411735347,косметический ремонт,панельные,2002,2.65,не угловая,"пассажирский, грузовой",,двор,unknown,нет,synthetic,geo,1.22,geo_recomputed,18.22,1.02,0.08,0.22,0.62,0.15,386194.32562615705,0.9,24.0,1,17,1,geo_cluster_bootstrap_mixup_tail_v3,17
3k,26911863.645846937,77.3302933544322,3,14,17,"40 к1, улица Верхние Поля, район Марьино, Москва, Центральный федеральный округ, 109559, Россия",55.66588975165894,37.77578911805173,Люблино,18,10.000418775487658,косметический ремонт,другое,2018,2.68,не угловая,unknown,,парковка,наземный паркинг,нет,synthetic,geo,1.48,geo_recomputed,13.89,3.85,0.1,0.19,0.41,0.23,348011.9171732649,0.8235294117647058,8.0,0,17,1,geo_cluster_bootstrap_mixup_tail_v3,17
all,25207433.514065143,56.01501560180376,2,13,24,"74А, Каширское шоссе, район Москворечье-Сабурово, Москва, Центральный федеральный округ, 115409, Россия",55.642045715196645,37.6775716611995,Москворечье,9,20.34745710592183,ремонт по дизайн-проекту,монолитно-кирпичный,2001,2.68,не угловая,"пассажирский, грузовой",,двор,наземный паркинг,нет,synthetic,geo,0.77,geo_recomputed,12.85,6.43,0.13,0.37,0.07,0.33,450012.07699839387,0.5416666666666666,25.0,1,17,1,geo_cluster_bootstrap_mixup_tail_v3,17
all,18909795.303830605,31.95921060105767,1,8,30,"1 с10, улица Борисовские Пруды, район Москворечье-Сабурово, Москва, Центральный федеральный округ, 115211, Россия",55.6364790036647,37.7079682040322,Москворечье,15,15.343810336078846,чистовая отделка,монолитные,2002,2.7,не угловая,unknown,,двор,подземный паркинг,нет,synthetic,geo,1.26,geo_recomputed,14.11,4.74,0.62,0.54,0.78,0.23,591685.3059945353,0.2666666666666666,24.0,1,17,1,geo_cluster_bootstrap_mixup_tail_v3,17
all,15195125.48937755,47.54890163041028,2,4,4,"1 с1, Батюнинская улица, Курьяново, район Печатники, Москва, Центральный федеральный округ, 109235, Россия",55.6577573451012,37.70845848824515,Перерва,7,6.120877857622426,косметический ремонт,панели железобетонные,2002,2.64,не угловая,unknown,,unknown,unknown,нет,synthetic,geo,0.6,geo_recomputed,12.01,6.42,0.4,0.25,1.41,0.03,319568.3805166887,1.0,24.0,1,17,1,geo_cluster_bootstrap_mixup_tail_v3,17
all-pechatniki,11238498.754990716,23.16736211990713,0,4,25,"90Б к2, Шоссейная улица, Курьяново, район Печатники, Москва, Центральный федеральный округ, 109383, Россия",55.664364149184145,37.71653668893702,Перерва,5,5.911222925455419,без отделки,монолитный железобетонный каркас,1979,2.64,не угловая,unknown,,детская площадка,unknown,нет,synthetic,geo,0.4,geo_recomputed,11.64,6.6,0.7,0.77,1.59,0.46,485100.49166684184,0.16,47.0,1,17,1,geo_cluster_bootstrap_mixup_tail_v3,17
2k,15138926.838810656,48.801823248135705,2,8,12,"Москвичка, Луговой проезд, район Марьино, Москва, Центральный федеральный округ, 109652, Россия",55.647494886604626,37.75379401220225,Марьино,8,5.887934527971317,требует ремонта / частичный ремонт,панельные,2002,2.7,не угловая,"пассажирский, грузовой",,двор,наземный паркинг,нет,synthetic,geo,0.65,geo_recomputed,14.51,3.62,0.19,0.18,0.12,0.16,310212.32058966125,0.6666666666666666,24.0,1,17,1,geo_cluster_bootstrap_mixup_tail_v3,17
all,27173980.80387364,57.68827244977522,2,12,24,"Светлана и я, Каширское шоссе, район Москворечье-Сабурово, Москва, Центральный федеральный округ, 115409, Россия",55.64238794707923,37.67769018804314,Москворечье,9,20.37932647276236,ремонт по дизайн-проекту,монолитно-кирпичный,1981,2.68,не угловая,"пассажирский, грузовой",,двор,наземный паркинг,нет,synthetic,geo,0.77,geo_recomputed,12.82,6.45,0.11,0.4,0.04,0.34,471048.6143874728,0.5,45.0,1,17,1,geo_cluster_bootstrap_mixup_tail_v3,17
all,21965169.49212835,50.36029861484107,2,5,18,"проектируемый проезд № 779, район Марьино, Москва, Центральный федеральный округ, 109451, Россия",55.66463930735703,37.75499253138064,Братиславская,9,9.157206877570864,евроремонт,панельные,1997,2.68,не угловая,"грузовой, пассажирский",,двор,наземный паркинг,нет,synthetic,geo,0.77,geo_recomputed,13.08,4.82,0.05,0.07,0.18,0.44,436160.4298679687,0.2777777777777778,29.0,1,17,1,geo_cluster_bootstrap_mixup_tail_v3,17
