source_group,price,area_total,rooms,floor,floors_total,address,latitude,longitude,metro,metro_walk_min,kitchen_area,renovation,walls,build_year,ceiling_height,floor_position,elevator,house_number,yard,parking,playground,link,address_source,metro_distance_km,metro_source,distance_to_center_km,distance_to_mkad_km,distance_to_school_km,distance_to_kindergarten_km,distance_to_clinic_km,distance_to_mall_km,price_per_m2,floor_ratio,house_age,has_metro_near,geo_generation_cluster,is_synthetic,generation_method,parent_geo_cluster
all,45956023.92792292,56.020488998966805,1.0,6.0,14.0,"8/25, улица Крымский Вал, район Якиманка, Москва, Центральный федеральный округ, 119049, Россия",55.7312446536508,37.609485860855095,Октябрьская,3,21.55562011922635,чистовая отделка,кирпичные,1999.0,2.684367130864676,не угловая,unknown,,детская площадка,unknown,нет,synthetic,geo,0.21,geo_recomputed,2.36,13.13,0.16,0.16,0.04,0.17,820343.1413954722,0.4285714285714285,27.0,1,20,1,geo_cluster_interpolation,20
all,122182210.23019062,68.52623350577986,1.0,4.0,7.0,"Морское дно, улица Крымский Вал, район Якиманка, Москва, Центральный федеральный округ, 119049, Россия",55.72995134779754,37.60758181660238,Октябрьская,3,8.435259515526317,без отделки,монолитно-кирпичный,2002.0,2.69430052623585,не угловая,unknown,,детская площадка,unknown,нет,synthetic,geo,0.23,geo_recomputed,2.52,12.97,0.27,0.33,0.17,0.07,1782999.0644369086,0.5714285714285714,24.0,1,20,1,geo_cluster_interpolation,20
all,20370701.751518816,42.60728690724633,1.0,10.0,23.0,"Хлебозавод «Пролетарец», Новоостаповская улица, Кожухово, Южнопортовый район, Москва, Центральный федеральный округ, 115088, Россия",55.71928367617071,37.6708346423155,Дубровка,4,16.049304971437696,евроремонт,монолитно-каркасные,2009.0,2.93576078719793,не угловая,"пассажирский, грузовой",,двор,"подземный паркинг, гостевой паркинг",есть,synthetic,geo,0.37,geo_recomputed,5.04,10.26,0.18,0.26,0.2,0.07,478103.7054967778,0.4347826086956521,17.0,1,20,1,geo_cluster_interpolation,20
all,43293661.47891505,90.51497149292348,2.0,9.0,20.0,"1 с15, улица Даниловский Вал, Даниловский район, Москва, Центральный федеральный округ, 113093, Россия",55.71248671296306,37.625201936703235,Тульская,4,22.31579625094904,ремонт по дизайн-проекту,монолитные,2002.0,3.60799673170448,,unknown,,unknown,unknown,,synthetic,geo,0.36,geo_recomputed,4.46,12.96,0.22,0.53,0.23,0.28,478303.8735453811,0.45,24.0,1,20,1,geo_cluster_interpolation,20
all-khamovniki,32113149.576844845,49.60816102411571,2.0,4.0,8.0,"улица Павла Андреева, район Замоскворечье, Москва, Центральный федеральный округ, 115093, Россия",55.721204876979826,37.627438452351974,Серпуховская,7,5.929004192747963,косметический ремонт,кирпичные,1959.0,2.6395906379541594,не угловая,unknown,,двор,наземный паркинг,нет,synthetic,geo,0.62,geo_recomputed,3.53,12.98,0.41,0.31,0.35,0.22,647336.0212089675,0.5,67.0,1,20,1,geo_cluster_interpolation,20
all-khamovniki,37617569.97030436,50.460314216072625,2.0,4.0,8.0,"13, Курсовой переулок, 27, район Хамовники, Москва, Центральный федеральный округ, 119034, Россия",55.741084082939835,37.60624456373695,Кропоткинская,6,6.03998130721394,косметический ремонт,кирпичные,1995.0,2.961167311130617,не угловая,unknown,,двор,наземный паркинг,нет,synthetic,geo,0.49,geo_recomputed,1.37,13.36,0.18,0.32,0.21,0.23,745488.2228680694,0.5,31.0,1,20,1,geo_cluster_interpolation,20
studio,64118185.94434626,212.23170350794396,1.0,6.0,15.0,"5 к1, Большой Толмачёвский переулок, район Якиманка, Москва, Центральный федеральный округ, 119017, Россия",55.73961733802064,37.62172841965798,Третьяковская,3,21.229218642466513,без стен,кирпичные,2010.0,2.6553286873493867,,unknown,,unknown,unknown,,synthetic,geo,0.27,geo_recomputed,1.45,13.76,0.29,0.69,0.2,0.28,302114.08043448266,0.4,16.0,1,20,1,geo_cluster_interpolation,20
all,20188012.01699424,42.41256021808909,2.0,3.0,8.0,"ГБОУ школа № 1272 Академия детства, улица Лобанова, Даниловский район, Москва, Центральный федеральный округ, 115432, Россия",55.70220400604365,37.66166604533077,Автозаводская,6,9.110777391817244,косметический ремонт,кирпичные,1964.0,2.652511632656976,не угловая,"пассажирский, грузовой",,двор,unknown,нет,synthetic,geo,0.47,geo_recomputed,6.26,10.56,0.47,0.05,0.16,0.23,475991.3552302837,0.375,62.0,1,20,1,geo_cluster_interpolation,20
all-taganskii,104024848.33958092,58.34262642893375,2.0,8.0,10.0,"59 с12, Садовническая улица, район Замоскворечье, Москва, Центральный федеральный округ, 115035, Россия",55.73898056141723,37.64278150584159,Таганская,8,7.35843978099996,косметический ремонт,блочные,1985.0,2.6590733936061035,не угловая,"пассажирский, грузовой",,двор,наземный паркинг,есть,synthetic,geo,0.68,geo_recomputed,2.25,12.43,0.09,0.25,0.34,0.58,1782999.0644369086,0.8,41.0,1,20,1,geo_cluster_interpolation,20
all,17200396.34810234,26.167703199604453,1.0,25.0,41.0,"ЦСКА Арена, 23А, Автозаводская улица, Даниловский район, Москва, Центральный федеральный округ, 115280, Россия",55.70058335058147,37.64545958089468,ЗИЛ,4,6.974712849366863,без отделки,монолитные,2006.0,2.9401946145601965,,unknown,,unknown,unknown,,synthetic,geo,0.31,geo_recomputed,6.04,11.57,0.42,0.58,0.4,0.28,657313.949829664,0.6097560975609756,20.0,1,20,1,geo_cluster_interpolation,20
2k,40168450.882777594,70.4680957191011,2.0,11.0,14.0,"63 с26, Дубининская улица, Даниловский район, Москва, Центральный федеральный округ, 113093, Россия",55.712944988131234,37.6395358616333,Тульская,14,14.896253684455306,современный ремонт,монолитно-кирпичный,2007.0,2.710296210310429,не угловая,unknown,,двор,"наземный паркинг, подземный паркинг",есть,synthetic,geo,1.13,geo_recomputed,4.62,12.07,0.4,0.35,0.48,0.07,570023.2207621515,0.7857142857142857,19.0,1,20,1,geo_cluster_interpolation,20
all,55427420.28113114,173.8290468730482,1.0,12.0,16.0,"42/2, Озерковская набережная, район Замоскворечье, Москва, Центральный федеральный округ, 117998, Россия",55.73702142688592,37.63901562081593,Павелецкая,8,21.345356270918067,евроремонт,блочные,2002.0,2.74399985403498,не угловая,"пассажирский, грузовой",,двор,unknown,нет,synthetic,geo,0.65,geo_recomputed,2.24,12.65,0.31,0.3,0.09,0.39,318861.6705792053,0.75,24.0,1,20,1,geo_cluster_interpolation,20
all,47124291.40848635,80.04112191911445,2.0,5.0,12.0,"6 с1, Сосинский проезд, Таганский район, Москва, Центральный федеральный округ, 109316, Россия",55.72848875397748,37.67533680352829,Пролетарская,8,23.362086253258088,черновая отделка,монолитные,1996.0,2.7551057251246043,не угловая,unknown,,парковка,подземный паркинг,нет,synthetic,geo,0.63,geo_recomputed,4.58,10.25,0.09,0.23,0.19,0.18,588751.0104631942,0.4166666666666667,30.0,1,20,1,geo_cluster_interpolation,20
all,45320170.82688506,73.45381842630351,2.0,19.0,59.0,"к5, улица Орджоникидзе, Канатчиково, Донской район, Москва, Центральный федеральный округ, 119991, Россия",55.71010786191544,37.59265084984552,Площадь Гагарина,7,12.065567447539102,чистовая отделка,монолитно-кирпичный,2012.0,3.2974562084173114,не угловая,unknown,,парковка,"подземный паркинг, гостевой паркинг",нет,synthetic,geo,0.55,geo_recomputed,4.9,11.34,0.43,0.36,0.33,0.13,616988.6303780783,0.3220338983050847,14.0,1,20,1,geo_cluster_interpolation,20
all-yakimanka,38347389.64002912,61.18282912787116,2.0,10.0,15.0,"48 с2, Пятницкая улица, район Замоскворечье, Москва, Центральный федеральный округ, 119017, Россия",55.73604079516828,37.62765027314808,Третьяковская,6,12.146197945170016,евроремонт,кирпичные,2022.0,3.2404075283839884,не угловая,пассажирский,,двор,unknown,есть,synthetic,geo,0.54,geo_recomputed,1.95,13.36,0.27,0.22,0.22,0.04,626767.1859351856,0.6666666666666666,4.0,1,20,1,geo_cluster_interpolation,20
all-danilovskii,76476077.50398292,132.27236461060804,1.0,15.0,15.0,"Азбука дейли, Мытная улица, район Замоскворечье, Москва, Центральный федеральный округ, 115162, Россия",55.72124969661291,37.618273092838315,Шаболовская,8,20.03386326787577,ремонт по дизайн-проекту,монолитные,2002.0,3.666766240711426,не угловая,unknown,,двор,подземный паркинг,нет,synthetic,geo,0.7,geo_recomputed,3.45,13.31,0.3,0.43,0.32,0.22,578171.2433214462,1.0,24.0,1,20,1,geo_cluster_interpolation,20
studio,6326229.557706875,18.219360755026777,1.0,5.0,6.0,"Теплотехнический научно-исследовательский институт, проектируемый проезд № 780, Даниловский район, Москва, Центральный федеральный округ, 115280, Россия",55.70443255868839,37.64901417925216,Автозаводская,7,3.99076779932253,косметический ремонт,арболитовые,2002.0,2.676199991456291,,unknown,,unknown,unknown,,synthetic,geo,0.56,geo_recomputed,5.71,11.37,0.42,0.67,0.29,0.31,347225.6597126466,0.8333333333333334,24.0,1,20,1,geo_cluster_interpolation,20
2k,16972451.443388768,50.39993928584921,2.0,7.0,10.0,"19 с6, Жуков проезд, район Замоскворечье, Москва, Центральный федеральный округ, 115114, Россия",55.722777603759525,37.64063941211756,Павелецкая,9,8.726938872660167,требует ремонта / частичный ремонт,кирпичные,1958.0,2.6422693667974255,не угловая,"пассажирский, грузовой",,двор,"наземный паркинг, гостевой паркинг",есть,synthetic,geo,0.78,geo_recomputed,3.63,12.2,0.36,0.53,0.42,0.16,336755.39462711464,0.7,68.0,1,20,1,geo_cluster_interpolation,20
all,105982957.9147325,75.55306560494543,2.0,5.0,7.0,"Посольство Уругвая, 3, Мытная улица, район Якиманка, Москва, Центральный федеральный округ, 115162, Россия",55.727269905563226,37.6157573083041,Октябрьская,4,6.4971219072626125,без отделки,монолитно-кирпичный,1968.0,3.0554436571693664,не угловая,unknown,,детская площадка,unknown,нет,synthetic,geo,0.37,geo_recomputed,2.77,13.36,0.47,0.33,0.18,0.14,1402761.847797149,0.7142857142857143,58.0,1,20,1,geo_cluster_interpolation,20
all,38012882.893092185,54.12952710120407,1.0,9.0,22.0,"2А с5, Симоновская набережная, Даниловский район, Москва, Центральный федеральный округ, 115280, Россия",55.71977699732864,37.66029971332193,Дубровка,12,18.97262828369643,евроремонт,монолитно-каркасные,2014.0,2.9225536471525615,не угловая,"пассажирский, грузовой",,двор,"подземный паркинг, гостевой паркинг",есть,synthetic,geo,1.02,geo_recomputed,4.56,10.92,0.26,0.04,0.28,0.28,702257.8050981461,0.4090909090909091,12.0,1,20,1,geo_cluster_interpolation,20
3k,34284493.22389327,54.5742809333806,1.0,16.0,26.0,"Даниловский район, Москва, Центральный федеральный округ, 115280, Россия",55.7037918412493,37.64632671911609,ЗИЛ,7,12.449379470997012,unknown,монолитно-каркасные,2019.0,2.94974977982779,не угловая,"пассажирский, грузовой",,двор,"наземный паркинг, гостевой паркинг",есть,synthetic,geo,0.62,geo_recomputed,5.72,11.54,0.56,0.69,0.12,0.21,628217.039922976,0.6153846153846154,7.0,1,20,1,geo_cluster_interpolation,20
all-zamoskvorechie,29278273.75934014,47.5615170809025,1.0,3.0,9.0,"Космодамианская набережная, район Замоскворечье, Москва, Центральный федеральный округ, 115035, Россия",55.7332966451961,37.64856759713197,Павелецкая,9,9.386767089488565,евроремонт,кирпичные,1940.0,3.0939729461023986,не угловая,"пассажирский, грузовой",,двор,unknown,нет,synthetic,geo,0.73,geo_recomputed,2.95,12.02,0.24,0.42,0.21,0.37,615587.4655877267,0.3333333333333333,86.0,1,20,1,geo_cluster_interpolation,20
all,24103680.634846367,50.09840129568001,2.0,5.0,8.0,"6, Пересветов переулок, Даниловский район, Москва, Центральный федеральный округ, 115280, Россия",55.71370487303528,37.66220243217671,Автозаводская,10,9.476200763666265,косметический ремонт,кирпичные,1976.0,2.5860813663964763,не угловая,"пассажирский, грузовой",,двор,unknown,нет,synthetic,geo,0.82,geo_recomputed,5.18,10.68,0.65,0.2,0.13,0.16,481126.74279937206,0.625,50.0,1,20,1,geo_cluster_interpolation,20
all,22594772.285944663,44.75937439084501,2.0,3.0,5.0,"11 с3, улица Орджоникидзе, Канатчиково, Донской район, Москва, Центральный федеральный округ, 119071, Россия",55.706403541779295,37.59520007396386,Площадь Гагарина,7,6.34566413376184,косметический ремонт,кирпичные,1966.0,2.728560514311255,не угловая,unknown,,двор,наземный паркинг,есть,synthetic,geo,0.59,geo_recomputed,5.25,11.24,0.08,0.58,0.13,0.19,504805.3640929832,0.6,60.0,1,20,1,geo_cluster_interpolation,20
1k,19303231.609698713,36.300074547415406,1.0,8.0,23.0,"16 к1, Новоостаповская улица, Кожухово, Южнопортовый район, Москва, Центральный федеральный округ, 115088, Россия",55.72085075621556,37.67713225150202,Дубровка,4,6.3347495829618685,без отделки,монолитные,2016.0,2.5941862385430876,не угловая,грузовой,,двор,"подземный паркинг, гостевой паркинг",нет,synthetic,geo,0.31,geo_recomputed,5.2,9.92,0.46,0.5,0.24,0.26,531768.3737669657,0.3478260869565217,10.0,1,20,1,geo_cluster_interpolation,20
all-danilovskii,12926808.487260545,22.058323626335245,1.0,6.0,12.0,"69А, Дубининская улица, Даниловский район, Москва, Центральный федеральный округ, 115054, Россия",55.71399748372495,37.63315895717757,Тульская,10,11.312886579316412,ремонт по дизайн-проекту,монолитные,2002.0,3.068426338457469,не угловая,unknown,,двор,подземный паркинг,нет,synthetic,geo,0.82,geo_recomputed,4.39,12.49,0.24,0.47,0.19,0.19,586028.5988291212,0.5,24.0,1,20,1,geo_cluster_interpolation,20
all,25540535.482892483,54.49923963868599,1.0,5.0,8.0,"Shebi, Павловская улица, Даниловский район, Москва, Центральный федеральный округ, 115093, Россия",55.72006195502792,37.6284311291069,Серпуховская,9,5.758035054653439,требует ремонта / частичный ремонт,кирпичные,1978.0,2.836533726104926,,unknown,,unknown,unknown,,synthetic,geo,0.76,geo_recomputed,3.66,12.89,0.55,0.28,0.31,0.18,468640.2168584141,0.625,48.0,1,20,1,geo_cluster_interpolation,20
all,47754241.37499464,66.61661307172268,2.0,5.0,8.0,"Correa's, 82 с2, Садовническая улица, район Замоскворечье, Москва, Центральный федеральный округ, 115035, Россия",55.73567212115907,37.64235276372451,Павелецкая,7,14.443009753441368,черновая отделка,монолитно-кирпичный,1991.0,2.873884742669941,,unknown,,unknown,unknown,,synthetic,geo,0.61,geo_recomputed,2.49,12.43,0.44,0.11,0.15,0.33,716851.8357962765,0.625,35.0,1,20,1,geo_cluster_interpolation,20
all,21322895.050751463,43.55905442447243,2.0,5.0,12.0,"Третье транспортное кольцо, Канатчиково, Донской район, Москва, Центральный федеральный округ, 115419, Россия",55.70348144059355,37.60263299206607,Площадь Гагарина,13,7.264506343179376,косметический ремонт,кирпичные,1977.0,2.7106758066293866,не угловая,unknown,,двор,наземный паркинг,есть,synthetic,geo,1.12,geo_recomputed,5.48,11.45,0.5,0.67,0.33,0.21,489516.9404497403,0.4166666666666667,49.0,1,20,1,geo_cluster_interpolation,20
3k,69682780.6725761,131.04124118139484,3.0,3.0,9.0,"10, Озерковский переулок, район Замоскворечье, Москва, Центральный федеральный округ, 115035, Россия",55.74077950269564,37.63532914524267,Новокузнецкая,5,15.722997567224512,косметический ремонт,кирпичные,1981.0,3.0029465927110404,не угловая,"грузовой, пассажирский",,двор,"наземный паркинг, гостевой паркинг",нет,synthetic,geo,0.42,geo_recomputed,1.77,12.92,0.31,0.1,0.08,0.2,531762.2150427984,0.3333333333333333,45.0,1,20,1,geo_cluster_interpolation,20
2k,24304681.891573533,45.34270334589527,2.0,11.0,11.0,"Святому равноапостольному князю Владимиру, Крестителю Руси, 22, улица Даниловский Вал, Даниловский район, Москва, Центральный федеральный округ, 113093, Россия",55.710744084159,37.62811849291625,Тульская,4,14.664465598895235,современный ремонт,монолитно-кирпичный,1995.0,2.651960105560363,не угловая,unknown,,двор,"наземный паркинг, подземный паркинг",есть,synthetic,geo,0.37,geo_recomputed,4.68,12.75,0.27,0.61,0.27,0.17,536021.8976395406,1.0,31.0,1,20,1,geo_cluster_interpolation,20
all,38252769.186784066,77.4603273504685,3.0,15.0,18.0,"Жуков проезд, район Замоскворечье, Москва, Центральный федеральный округ, 115114, Россия",55.72065444967533,37.64241001691366,Павелецкая,12,15.012358256273592,черновая отделка,монолитные,1992.0,2.6637118649097538,не угловая,грузовой,,двор,"подземный паркинг, гостевой паркинг",нет,synthetic,geo,1.04,geo_recomputed,3.89,12.04,0.42,0.41,0.42,0.4,493836.9162024036,0.8333333333333334,34.0,1,20,1,geo_cluster_interpolation,20
all-danilovskii,12464125.571761344,20.791835502429542,1.0,15.0,27.0,"24 к1, Автозаводская улица, Даниловский район, Москва, Центральный федеральный округ, 115280, Россия",55.70635492400347,37.63626400618374,Тульская,11,7.349901480643384,без отделки,монолитно-кирпичный,2002.0,2.8722184604692385,не угловая,unknown,,детская площадка,unknown,есть,synthetic,geo,0.93,geo_recomputed,5.26,12.19,0.42,0.49,0.45,0.2,599472.1134795868,0.5555555555555556,24.0,1,20,1,geo_cluster_interpolation,20
3k,37204440.46290024,81.15015706295196,3.0,3.0,12.0,"Геномед, 8, Подольское шоссе, Даниловский район, Москва, Центральный федеральный округ, 115093, Россия",55.713463277965495,37.623950131908785,Тульская,5,14.035554864512564,без отделки,монолитные,2002.0,3.0362320878599114,не угловая,unknown,,двор,подземный паркинг,нет,synthetic,geo,0.44,geo_recomputed,4.34,13.05,0.16,0.4,0.3,0.22,458464.1830580688,0.25,24.0,1,20,1,geo_cluster_interpolation,20
2k,25107507.8013796,48.6972835677545,2.0,11.0,15.0,"2 к2, Велозаводская улица, Даниловский район, Москва, Центральный федеральный округ, 115068, Россия",55.71531234257211,37.664049522409066,Дубровка,10,8.195195337338202,unknown,кирпичные,2006.0,2.658830933931685,не угловая,"пассажирский, грузовой",,двор,"наземный паркинг, парковка во дворе, подземный паркинг",есть,synthetic,geo,0.82,geo_recomputed,5.1,10.6,0.44,0.33,0.08,0.27,515583.33364624967,0.7333333333333333,20.0,1,20,1,geo_cluster_interpolation,20
all,33081871.81568356,72.00330431316786,2.0,17.0,25.0,"Дубининская улица, Даниловский район, Москва, Центральный федеральный округ, 111111, Россия",55.7177598021897,37.63629107150213,Серпуховская,15,16.329323702556568,черновая отделка,монолитно-кирпичный,2018.0,3.112782007386966,не угловая,unknown,,двор,подземный паркинг,нет,synthetic,geo,1.21,geo_recomputed,4.04,12.36,0.7,0.09,0.26,0.12,459449.35626563453,0.68,8.0,1,20,1,geo_cluster_interpolation,20
all,38476027.58446351,71.04614671366659,3.0,7.0,14.0,"4, 2-я Рощинская улица, Даниловский район, Москва, Центральный федеральный округ, 115191, Россия",55.70956908507241,37.61634342416675,Тульская,5,11.276418043977378,косметический ремонт,кирпич полнотельный,1980.0,2.683263019593468,не угловая,unknown,,детская площадка,unknown,нет,synthetic,geo,0.39,geo_recomputed,4.74,12.55,0.21,0.13,0.37,0.14,541563.890009846,0.5,46.0,1,20,1,geo_cluster_interpolation,20
2k,46252814.15256594,58.2519217545761,2.0,9.0,11.0,"Татарская улица, район Замоскворечье, Москва, Центральный федеральный округ, 117998, Россия",55.73399033696655,37.63884439268808,Павелецкая,4,12.40129764100904,unknown,монолитные,2002.0,2.7498904213073123,не угловая,"пассажирский, грузовой",,двор,unknown,нет,synthetic,geo,0.33,geo_recomputed,2.49,12.62,0.2,0.29,0.21,0.12,794013.5322476714,0.8181818181818182,24.0,1,20,1,geo_cluster_interpolation,20
all,24310050.64014471,70.54640685865564,3.0,2.0,5.0,"14 с6, улица Шухова, Донской район, Москва, Центральный федеральный округ, 115162, Россия",55.71717242729526,37.61338953707216,Шаболовская,5,6.777709460533992,требует ремонта / частичный ремонт,кирпичные,1936.0,2.6907851278867425,,unknown,,unknown,unknown,,synthetic,geo,0.39,geo_recomputed,3.9,12.86,0.08,0.35,0.23,0.19,344596.5814935336,0.4,90.0,1,20,1,geo_cluster_interpolation,20
all-khamovniki,39690815.16414622,56.641873545822975,2.0,6.0,7.0,"Stanev, Коробейников переулок, 33, район Хамовники, Москва, Центральный федеральный округ, 119034, Россия",55.73698284304972,37.6017495957584,Парк культуры,5,8.2461589437431,косметический ремонт,кирпичные,1974.0,2.6498791267988664,не угловая,unknown,,двор,наземный паркинг,нет,synthetic,geo,0.43,geo_recomputed,1.9,12.92,0.22,0.4,0.07,0.24,700732.7385107868,0.8571428571428571,52.0,1,20,1,geo_cluster_interpolation,20
all-arbat,79193926.8051184,86.08608490139696,3.0,4.0,10.0,"3, Средний Овчинниковский переулок, район Замоскворечье, Москва, Центральный федеральный округ, 115184, Россия",55.74505602542044,37.63085019752293,Новокузнецкая,4,45.12573021550954,без отделки,кирпич красный,1950.0,2.6747954769069557,не угловая,unknown,,детская площадка,unknown,нет,synthetic,geo,0.31,geo_recomputed,1.24,13.23,0.39,0.15,0.07,0.02,919938.7670588942,0.4,76.0,1,20,1,geo_cluster_interpolation,20
all,21958921.427838378,41.725700677716354,1.0,5.0,11.0,"Трансстройбанк, 94, Дубининская улица, Даниловский район, Москва, Центральный федеральный округ, 113093, Россия",55.715211793006894,37.63265730394811,Тульская,11,7.984512422090311,unknown,панельные,2020.0,3.0609337433927393,не угловая,"пассажирский, грузовой",,двор,подземный паркинг,нет,synthetic,geo,0.89,geo_recomputed,4.25,12.54,0.36,0.34,0.17,0.31,526268.4885137365,0.4545454545454545,6.0,1,20,1,geo_cluster_interpolation,20
all,37803513.62659036,55.27962969156452,2.0,10.0,36.0,"Третье транспортное кольцо, Даниловский район, Москва, Центральный федеральный округ, 115191, Россия",55.70389261990848,37.64762615630051,ЗИЛ,7,15.629846582069382,unknown,монолитные,2017.0,2.9127566882887104,не угловая,unknown,,двор,"гостевой паркинг, подземный паркинг, наземный паркинг",нет,synthetic,geo,0.62,geo_recomputed,5.73,11.45,0.52,0.77,0.2,0.29,683859.7479309643,0.2777777777777778,9.0,1,20,1,geo_cluster_interpolation,20
all,30034343.442301553,52.92146078443302,2.0,6.0,17.0,"2-й Кожуховский проезд, Даниловский район, Москва, Центральный федеральный округ, 115432, Россия",55.701795055436065,37.65697669187691,Автозаводская,6,8.301016269580904,unknown,кирпичные,1976.0,2.7419947211979445,не угловая,"пассажирский, грузовой",,двор,"наземный паркинг, гостевой паркинг",есть,synthetic,geo,0.54,geo_recomputed,6.17,10.85,0.34,0.27,0.37,0.34,567526.7272882276,0.3529411764705882,50.0,1,20,1,geo_cluster_interpolation,20
all-yakimanka,48599681.57673055,64.37118977942754,2.0,10.0,20.0,"Конкорд, 10 к2, улица Шаболовка, район Якиманка, Москва, Центральный федеральный округ, 115162, Россия",55.72386927312017,37.61042207937917,Шаболовская,7,10.426204119701987,unknown,монолитные,2006.0,2.6525989069909266,не угловая,"пассажирский, грузовой",,двор,"наземный паркинг, гостевой паркинг",есть,synthetic,geo,0.58,geo_recomputed,3.17,12.92,0.21,0.14,0.01,0.07,754991.1962674733,0.5,20.0,1,20,1,geo_cluster_interpolation,20
all,35891627.630140446,67.54830469588573,3.0,18.0,22.0,"Крутицкая набережная, Даниловский район, Москва, Центральный федеральный округ, 115088, Россия",55.72575677092255,37.65771476522572,Пролетарская,10,16.91717525798207,черновая отделка,монолитные,2024.0,3.00637029737911,не угловая,грузовой,,двор,"подземный паркинг, гостевой паркинг",нет,synthetic,geo,0.86,geo_recomputed,3.95,11.24,0.47,0.19,0.3,0.31,531347.5710712626,0.8181818181818182,2.0,1,20,1,geo_cluster_interpolation,20
all,39665529.993330926,61.200054222590545,3.0,13.0,28.0,"63 с22, Дубининская улица, Даниловский район, Москва, Центральный федеральный округ, 111111, Россия",55.71501762295919,37.6412545780388,Тульская,16,15.50494380344032,без отделки,монолитные,2018.0,3.213420305729909,,unknown,,unknown,unknown,,synthetic,geo,1.32,geo_recomputed,4.44,12.0,0.58,0.46,0.35,0.26,648129.0008185866,0.4642857142857143,8.0,0,20,1,geo_cluster_interpolation,20
all,130320313.04258938,162.97173491577647,4.0,3.0,8.0,"Пятницкая улица, район Замоскворечье, Москва, Центральный федеральный округ, 115054, Россия",55.730611862152685,37.62571083730328,Добрынинская,3,32.486399134406525,современный ремонт,сталинский,2002.0,3.204672786887655,не угловая,unknown,,детская площадка,unknown,нет,synthetic,geo,0.27,geo_recomputed,2.48,13.32,0.32,0.39,0.05,0.05,799649.7865715101,0.375,24.0,1,20,1,geo_cluster_interpolation,20
all-danilovskii,24899361.80716775,46.28067491264807,1.0,17.0,29.0,"25 с3, 2-й Кожуховский проезд, Даниловский район, Москва, Центральный федеральный округ, 115432, Россия",55.70089064693671,37.65822258493695,Автозаводская,8,10.103970482524122,евроремонт,кирпичные,2002.0,2.756042035254081,не угловая,"пассажирский, грузовой",,двор,"наземный паркинг, гостевой паркинг",нет,synthetic,geo,0.64,geo_recomputed,6.3,10.77,0.46,0.22,0.38,0.31,538007.7506251533,0.5862068965517241,24.0,1,20,1,geo_cluster_interpolation,20
all-danilovskii,28259937.924367335,63.26926632958991,2.0,14.0,20.0,"улица Ленинская Слобода, Даниловский район, Москва, Центральный федеральный округ, 115280, Россия",55.711598158926925,37.65983164189147,Автозаводская,7,12.301146568867194,unknown,монолитные,1993.0,2.645730285887652,,unknown,,unknown,unknown,,synthetic,geo,0.58,geo_recomputed,5.3,10.79,0.47,0.09,0.07,0.2,446661.3818019044,0.7,33.0,1,20,1,geo_cluster_interpolation,20
studio,6814223.528464133,17.74433750558517,1.0,3.0,7.0,"8, Волгоградский проспект, Таганский район, Москва, Центральный федеральный округ, 121357, Россия",55.73070853391291,37.67264950707713,Пролетарская,4,4.134554884889466,без отделки,кирпичные,2002.0,2.5126488453104527,не угловая,"пассажирский, грузовой",,двор,unknown,нет,synthetic,geo,0.37,geo_recomputed,4.3,10.49,0.21,0.1,0.02,0.13,384022.42553824856,0.4285714285714285,24.0,1,20,1,geo_cluster_interpolation,20
all,20186888.314982295,34.121546433398024,1.0,4.0,12.0,"35 с13, Большая Серпуховская улица, Даниловский район, Москва, Центральный федеральный округ, 115093, Россия",55.71496530032967,37.623577117331656,Тульская,7,4.693646381405916,unknown,панельные,2022.0,3.0074839003266773,не угловая,"пассажирский, грузовой",,двор,подземный паркинг,нет,synthetic,geo,0.6,geo_recomputed,4.17,13.1,0.14,0.31,0.36,0.12,591617.0404053978,0.3333333333333333,4.0,1,20,1,geo_cluster_interpolation,20
all-danilovskii,30308482.59876303,41.00713063501838,1.0,19.0,20.0,"Симоновская набережная, Жилой комплекс ""Forst"", Даниловский район, Москва, Центральный федеральный округ, 115280, Россия",55.70691940735608,37.63560011457127,Тульская,10,14.822693282009354,ремонт по дизайн-проекту,монолитные,2003.0,4.020213357892003,не угловая,unknown,,двор,подземный паркинг,нет,synthetic,geo,0.87,geo_recomputed,5.19,12.24,0.4,0.47,0.52,0.19,739102.739680129,0.95,23.0,1,20,1,geo_cluster_interpolation,20
all,40949218.72450003,55.86084072525586,1.0,8.0,16.0,"12-14 с8, Новокузнецкая улица, район Замоскворечье, Москва, Центральный федеральный округ, 115035, Россия",55.73769615776164,37.63025254913367,Третьяковская,5,19.59206010218243,чистовая отделка,кирпичные,1999.0,2.732622756562399,не угловая,unknown,,детская площадка,unknown,нет,synthetic,geo,0.44,geo_recomputed,1.86,13.21,0.39,0.38,0.23,0.06,733057.6875114238,0.5,27.0,1,20,1,geo_cluster_interpolation,20
all-khamovniki,28474151.79091921,42.681695233622634,1.0,11.0,12.0,"Ленинский проспект, район Якиманка, Москва, Центральный федеральный округ, 111991, Россия",55.726166994231136,37.607557838859314,Октябрьская,5,4.672663017931472,косметический ремонт,кирпичные,1976.0,3.2536797995796456,не угловая,unknown,,двор,наземный паркинг,нет,synthetic,geo,0.41,geo_recomputed,2.94,12.83,0.34,0.43,0.3,0.26,667127.9487626492,0.9166666666666666,50.0,1,20,1,geo_cluster_interpolation,20
